,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,Timestamp
490,3633,4386,-18920,3937,2750,4,1574277484178.0
491,3661,4365,-18938,3922,2729,14,1574277484178.0
492,3727,4382,-18937,3933,2699,14,1574277484178.0
493,3690,4403,-18906,3923,2674,-9,1574277484178.0
494,3672,4411,-18874,3889,2648,-21,1574277484178.0
495,3607,4422,-18838,3842,2626,-34,1574277484178.0
496,3581,4439,-18809,3831,2597,-27,1574277484178.0
497,3608,4452,-18812,3852,2599,-22,1574277484178.0
498,3564,4451,-18685,3892,2629,-9,1574277484178.0
499,3554,4376,-18674,3891,2656,31,1574277484178.0
500,3535,4395,-18619,3865,2680,48,1574277484178.0
501,3579,4406,-18694,3836,2666,42,1574277484178.0
502,3544,4407,-18681,3814,2649,29,1574277484178.0
503,3532,4422,-18711,3801,2619,29,1574277484178.0
504,3515,4424,-18749,3787,2592,19,1574277484178.0
505,3500,4439,-18738,3764,2542,9,1574277484178.0
506,3484,4451,-18804,3753,2506,15,1574277484178.0
507,3566,4470,-18871,3748,2461,15,1574277484178.0
508,3531,4492,-18786,3783,2429,16,1574277484178.0
509,3461,4500,-18793,3872,2410,46,1574277484178.0
510,3485,4469,-18787,3919,2414,99,1574277484178.0
511,3499,4470,-18779,3922,2465,140,1574277484178.0
512,3570,4470,-18812,3917,2522,165,1574277484178.0
513,3581,4401,-18807,3934,2551,185,1574277484178.0
514,3627,4401,-18728,3958,2541,203,1574277484178.0
515,3637,4415,-18726,4001,2514,224,1574277484178.0
516,3644,4385,-18722,4018,2516,212,1574277484178.0
517,3677,4341,-18687,3998,2530,176,1574277484178.0
518,3703,4351,-18714,3960,2523,174,1574277484178.0
519,3686,4354,-18717,3943,2506,175,1574277484178.0
520,3692,4349,-18713,3967,2519,175,1574277484178.0
521,3743,4297,-18722,3981,2534,168,1574277484178.0
522,3783,4292,-18699,3951,2550,164,1574277484178.0
523,3823,4259,-18784,3939,2529,165,1574277484178.0
524,3829,4264,-18769,3932,2505,140,1574277484178.0
525,3807,4241,-18763,3920,2471,122,1574277484178.0
526,3849,4210,-18748,3894,2457,99,1574277484178.0
527,3871,4238,-18691,3832,2481,80,1574277484178.0
528,3882,4252,-18655,3808,2505,51,1574277484178.0
529,3895,4247,-18671,3844,2491,26,1574277484178.0
530,3818,4225,-18557,3920,2483,11,1574277484178.0
531,3796,4216,-18507,3974,2505,-1,1574277484178.0
532,3807,4204,-18439,4001,2550,-9,1574277484178.0
533,3796,4246,-18531,3999,2621,-9,1574277484178.0
534,3776,4250,-18478,3975,2671,-10,1574277484178.0
535,3742,4282,-18655,3950,2678,-36,1574277484178.0
536,3730,4304,-18784,3928,2637,-30,1574277484178.0
537,3761,4339,-18794,3923,2582,-47,1574277484178.0
538,3725,4422,-18796,3930,2562,-68,1574277484178.0
539,3703,4397,-18799,3948,2575,-75,1574277484178.0
540,3655,4340,-18858,3931,2585,-43,1574277484493.0
541,3644,4343,-18869,3914,2601,-10,1574277484493.0
542,3709,4336,-18982,3929,2604,24,1574277484493.0
543,3722,4283,-19020,3951,2597,36,1574277484493.0
544,3748,4196,-18916,3981,2592,57,1574277484493.0
545,3716,4098,-18878,4003,2597,63,1574277484493.0
546,3699,4066,-18829,4020,2612,49,1574277484493.0
547,3698,4009,-18838,4071,2599,34,1574277484493.0
548,3687,3920,-18799,4164,2586,-4,1574277484493.0
549,3661,3862,-18664,4264,2569,-4,1574277484493.0
550,3605,3774,-18535,4335,2565,-17,1574277484493.0
551,3562,3765,-18505,4363,2578,-48,1574277484493.0
552,3486,3769,-18439,4331,2554,-118,1574277484493.0
553,3489,3863,-18481,4277,2499,-187,1574277484493.0
554,3448,3950,-18533,4269,2425,-246,1574277484493.0
555,3413,3998,-18623,4293,2304,-289,1574277484493.0
556,3332,4045,-18529,4296,2183,-304,1574277484493.0
557,3323,4111,-18506,4281,2101,-305,1574277484493.0
558,3226,4112,-18456,4277,2077,-296,1574277484493.0
559,3224,4134,-18402,4270,2073,-269,1574277484493.0
560,3226,4144,-18415,4268,2089,-223,1574277484493.0
561,3229,4197,-18401,4303,2087,-198,1574277484493.0
562,3251,4190,-18396,4352,2056,-163,1574277484493.0
563,3195,4236,-18425,4400,2008,-135,1574277484493.0
564,3204,4242,-18415,4437,1983,-85,1574277484493.0
565,3226,4276,-18437,4460,1985,-58,1574277484493.0
566,3237,4285,-18447,4472,1996,-34,1574277484493.0
567,3229,4315,-18468,4487,1991,1,1574277484493.0
568,3240,4356,-18497,4523,1969,61,1574277484493.0
569,3225,4329,-18501,4564,1958,115,1574277484493.0
570,3260,4336,-18517,4579,1955,153,1574277484493.0
571,3291,4350,-18510,4537,1961,175,1574277484493.0
572,3309,4355,-18569,4473,1985,184,1574277484493.0
573,3381,4367,-18686,4443,1966,201,1574277484493.0
574,3426,4375,-18697,4408,1941,221,1574277484493.0
575,3393,4372,-18648,4382,1919,235,1574277484493.0
576,3394,4370,-18609,4374,1947,263,1574277484493.0
577,3378,4370,-18577,4349,1959,276,1574277484493.0
578,3441,4329,-18558,4320,1953,278,1574277484493.0
579,3519,4314,-18614,4318,1917,286,1574277484493.0
580,3567,4330,-18714,4343,1844,276,1574277484493.0
581,3561,4302,-18763,4380,1736,272,1574277484493.0
582,3576,4320,-18714,4396,1677,267,1574277484493.0
583,3602,4386,-18629,4370,1667,230,1574277484493.0
584,3574,4416,-18785,4364,1657,185,1574277484493.0
585,3506,4403,-18861,4353,1633,167,1574277484493.0
586,3500,4418,-18930,4355,1584,182,1574277484493.0
587,3530,4436,-18927,4333,1580,191,1574277484493.0
588,3583,4469,-19001,4300,1601,196,1574277484493.0
589,3571,4445,-19068,4268,1645,188,1574277484493.0
590,3586,4473,-19108,4224,1681,197,1574277484493.0
591,3606,4538,-19132,4193,1716,196,1574277484493.0
592,3602,4513,-19182,4212,1770,192,1574277484493.0
593,3606,4543,-19103,4211,1800,217,1574277484493.0
594,3540,4582,-19095,4179,1807,261,1574277484493.0
595,3524,4601,-19038,4146,1811,297,1574277484493.0
596,3533,4605,-18986,4146,1823,333,1574277484493.0
597,3544,4600,-18987,4146,1839,381,1574277484493.0
598,3547,4593,-19011,4150,1858,448,1574277484493.0
599,3556,4592,-18976,4169,1858,485,1574277484493.0
600,3529,4579,-19009,4199,1859,497,1574277484795.0
601,3558,4559,-18961,4234,1848,536,1574277484795.0
602,3625,4526,-18954,4219,1851,562,1574277484795.0
603,3629,4527,-19030,4165,1839,553,1574277484795.0
604,3650,4529,-18979,4152,1839,559,1574277484795.0
605,3639,4505,-18961,4144,1845,557,1574277484795.0
606,3586,4520,-18998,4154,1863,569,1574277484795.0
607,3597,4507,-18973,4113,1886,605,1574277484795.0
608,3592,4508,-18904,4046,1896,645,1574277484795.0
609,3569,4530,-18941,3997,1937,671,1574277484795.0
610,3603,4510,-18953,3995,1978,688,1574277484795.0
611,3574,4500,-18931,4022,2001,718,1574277484795.0
612,3588,4417,-18926,4035,2025,758,1574277484795.0
613,3659,4390,-18906,4004,2050,799,1574277484795.0
614,3661,4395,-18909,4001,2074,805,1574277484795.0
615,3644,4388,-18884,4020,2088,830,1574277484795.0
616,3667,4347,-18927,4026,2127,831,1574277484795.0
617,3705,4358,-19033,4010,2187,825,1574277484795.0
618,3691,4364,-19068,4027,2240,836,1574277484795.0
619,3685,4335,-19127,4031,2279,854,1574277484795.0
620,3667,4360,-19193,4010,2288,883,1574277484795.0
621,3657,4399,-19273,3990,2291,924,1574277484795.0
622,3694,4392,-19263,3966,2285,939,1574277484795.0
623,3696,4381,-19387,3960,2295,957,1574277484795.0
624,3661,4346,-19372,3960,2331,989,1574277484795.0
625,3637,4309,-19291,3972,2385,1031,1574277484795.0
626,3631,4282,-19271,3987,2456,1084,1574277484795.0
627,3669,4244,-19365,4006,2534,1127,1574277484795.0
628,3711,4229,-19397,3995,2612,1147,1574277484795.0
629,3768,4170,-19393,4005,2689,1164,1574277484795.0
630,3787,4165,-19375,4030,2771,1169,1574277484795.0
631,3746,4125,-19462,4013,2869,1160,1574277484795.0
632,3677,4059,-19486,3946,2936,1154,1574277484795.0
633,3733,4053,-19549,3915,2961,1150,1574277484795.0
634,3789,4067,-19474,3900,2955,1129,1574277484795.0
635,3772,4082,-19420,3864,2936,1106,1574277484795.0
636,3699,4046,-19295,3806,2943,1088,1574277484795.0
637,3665,4006,-19217,3750,2952,1051,1574277484795.0
638,3639,3973,-19104,3727,2989,1051,1574277484795.0
639,3611,3991,-19084,3691,3015,1031,1574277484795.0
640,3601,3962,-18952,3655,3003,1027,1574277484795.0
641,3607,3946,-18836,3639,2978,980,1574277484795.0
642,3576,3962,-18747,3656,2981,948,1574277484795.0
643,3541,3935,-18718,3658,2996,918,1574277484795.0
644,3582,3944,-18693,3638,3033,889,1574277484795.0
645,3556,3870,-18728,3628,3055,842,1574277484795.0
646,3521,3896,-18781,3636,3044,808,1574277484795.0
647,3508,3945,-18855,3642,3046,772,1574277484795.0
648,3514,3971,-18929,3612,3060,755,1574277484795.0
649,3518,3972,-18979,3574,3087,715,1574277484795.0
650,3530,4009,-19105,3543,3096,679,1574277484795.0
651,3522,3982,-19202,3525,3096,652,1574277484795.0
652,3487,3962,-19315,3495,3066,641,1574277484795.0
653,3456,3936,-19395,3466,3079,634,1574277484795.0
654,3488,3948,-19444,3438,3133,625,1574277484795.0
655,3484,3969,-19432,3401,3208,620,1574277484795.0
656,3468,3968,-19450,3344,3296,606,1574277484795.0
657,3419,3945,-19454,3316,3392,599,1574277484795.0
658,3380,3970,-19473,3330,3450,600,1574277484795.0
659,3323,3925,-19375,3354,3462,600,1574277484795.0
660,3323,3896,-19310,3397,3478,601,1574277485093.0
661,3242,3879,-19216,3450,3476,599,1574277485093.0
662,3210,3853,-19152,3464,3492,610,1574277485093.0
663,3225,3838,-19043,3440,3538,591,1574277485093.0
664,3219,3813,-19080,3376,3577,578,1574277485093.0
665,3223,3844,-18973,3320,3593,532,1574277485093.0
666,3253,3847,-19045,3311,3591,494,1574277485093.0
667,3229,3826,-19062,3324,3594,453,1574277485093.0
668,3197,3826,-19018,3333,3599,433,1574277485093.0
669,3137,3823,-18932,3312,3627,460,1574277485093.0
670,3159,3774,-18933,3288,3680,477,1574277485093.0
671,3176,3735,-18984,3256,3729,460,1574277485093.0
672,3246,3691,-19069,3207,3740,443,1574277485093.0
673,3272,3656,-19152,3162,3723,420,1574277485093.0
674,3345,3660,-19062,3136,3701,390,1574277485093.0
675,3367,3609,-19075,3137,3674,337,1574277485093.0
676,3379,3603,-19110,3200,3655,279,1574277485093.0
677,3325,3540,-19070,3285,3626,249,1574277485093.0
678,3311,3481,-18896,3362,3625,240,1574277485093.0
679,3271,3469,-18860,3415,3681,220,1574277485093.0
680,3241,3394,-18819,3409,3717,176,1574277485093.0
681,3308,3317,-18892,3355,3724,115,1574277485093.0
682,3402,3316,-18918,3327,3691,42,1574277485093.0
683,3413,3263,-18899,3332,3619,-38,1574277485093.0
684,3441,3279,-18895,3313,3563,-147,1574277485093.0
685,3411,3243,-18866,3293,3495,-222,1574277485093.0
686,3386,3276,-18878,3260,3442,-307,1574277485093.0
687,3354,3200,-18903,3217,3432,-361,1574277485093.0
688,3343,3230,-18885,3184,3417,-411,1574277485093.0
689,3405,3200,-18905,3164,3410,-453,1574277485093.0
690,3464,3187,-18895,3181,3382,-485,1574277485093.0
691,3472,3163,-18834,3250,3331,-542,1574277485093.0
692,3474,3096,-18756,3307,3316,-583,1574277485093.0
693,3492,3069,-18617,3309,3359,-596,1574277485093.0
694,3561,3052,-18556,3294,3434,-631,1574277485093.0
695,3600,2984,-18513,3324,3507,-695,1574277485093.0
696,3522,2939,-18485,3386,3508,-741,1574277485093.0
697,3467,2891,-18350,3442,3468,-788,1574277485093.0
698,3464,2944,-18184,3499,3424,-832,1574277485093.0
699,3490,2935,-18079,3558,3428,-842,1574277485093.0
700,3488,2938,-17916,3575,3459,-895,1574277485093.0
701,3494,2909,-17862,3559,3465,-930,1574277485093.0
702,3484,2899,-17855,3584,3394,-970,1574277485093.0
703,3490,2957,-17697,3659,3308,-1020,1574277485093.0
704,3486,2989,-17640,3735,3217,-1072,1574277485093.0
705,3390,2922,-17514,3773,3129,-1116,1574277485093.0
706,3395,2943,-17511,3783,3043,-1168,1574277485093.0
707,3433,3013,-17485,3763,2952,-1230,1574277485093.0
708,3468,2956,-17496,3782,2833,-1281,1574277485093.0
709,3536,2989,-17417,3837,2694,-1360,1574277485093.0
710,3503,2992,-17431,3951,2584,-1423,1574277485093.0
711,3488,3015,-17345,4077,2509,-1459,1574277485093.0
712,3478,3069,-17298,4185,2487,-1476,1574277485093.0
713,3440,3172,-17227,4256,2501,-1493,1574277485093.0
714,3436,3231,-17307,4331,2485,-1513,1574277485093.0
715,3505,3267,-17380,4425,2440,-1519,1574277485093.0
716,3489,3338,-17368,4502,2351,-1517,1574277485093.0
717,3497,3440,-17465,4548,2246,-1527,1574277485093.0
718,3495,3506,-17527,4559,2117,-1578,1574277485093.0
719,3579,3529,-17551,4580,1980,-1615,1574277485093.0
720,3591,3704,-17653,4666,1762,-1639,1574277485393.0
721,3644,3820,-17663,4727,1726,-1645,1574277485393.0
722,3644,3820,-17663,4727,1726,-1645,1574277485393.0
723,3628,3835,-17687,4816,1732,-1600,1574277485393.0
724,3658,3999,-18001,4815,1712,-1556,1574277485393.0
725,3689,4081,-18206,4813,1676,-1545,1574277485393.0
726,3689,4081,-18206,4813,1676,-1545,1574277485393.0
727,3803,4281,-18397,4769,1561,-1521,1574277485393.0
728,3803,4281,-18397,4769,1561,-1521,1574277485393.0
729,3897,4337,-18498,4704,1454,-1535,1574277485393.0
730,3958,4500,-18668,4689,1407,-1531,1574277485393.0
731,3834,4465,-18846,4665,1386,-1502,1574277485393.0
732,3834,4465,-18846,4665,1386,-1502,1574277485393.0
733,3824,4521,-18925,4684,1447,-1360,1574277485393.0
734,3938,4665,-18931,4742,1493,-1288,1574277485393.0
735,3956,4799,-19113,4756,1553,-1281,1574277485393.0
736,3956,4799,-19113,4756,1553,-1281,1574277485393.0
737,3888,4780,-19197,4700,1646,-1128,1574277485393.0
738,3951,4894,-19373,4681,1679,-1056,1574277485393.0
739,3951,4894,-19373,4681,1679,-1056,1574277485393.0
740,4053,4956,-19377,4598,1793,-974,1574277485393.0
741,4148,5010,-19371,4563,1858,-924,1574277485393.0
742,3940,5012,-19491,4525,1904,-828,1574277485393.0
743,3962,5031,-19436,4527,1935,-746,1574277485393.0
744,3962,5031,-19436,4527,1935,-746,1574277485393.0
745,4028,5014,-19300,4509,1955,-603,1574277485393.0
746,4006,5032,-19092,4454,2003,-555,1574277485393.0
747,4006,5032,-19092,4395,2053,-532,1574277485393.0
748,3982,5056,-19024,4355,2081,-482,1574277485393.0
749,3938,5062,-18978,4330,2091,-431,1574277485393.0
750,3938,5062,-18978,4330,2091,-431,1574277485393.0
751,3904,5065,-18918,4252,2072,-332,1574277485393.0
752,3957,5031,-18869,4204,2070,-267,1574277485393.0
753,3978,5014,-18828,4152,2089,-209,1574277485393.0
754,3978,5014,-18828,4152,2089,-209,1574277485393.0
755,3984,4973,-18853,4027,2160,-137,1574277485393.0
756,3966,4900,-18866,3974,2175,-105,1574277485393.0
757,3947,4936,-18887,3958,2166,-71,1574277485393.0
758,3947,4936,-18887,3958,2166,-71,1574277485393.0
759,3938,4930,-18845,3933,2157,10,1574277485393.0
760,3940,4895,-18805,3913,2188,60,1574277485393.0
761,3959,4850,-18875,3884,2238,106,1574277485393.0
762,3959,4850,-18875,3884,2238,106,1574277485393.0
763,3898,4772,-18980,3809,2366,201,1574277485393.0
764,3918,4771,-19047,3795,2403,252,1574277485393.0
765,3920,4752,-19132,3775,2445,287,1574277485393.0
766,3920,4752,-19132,3775,2445,287,1574277485393.0
767,3894,4749,-19153,3683,2514,382,1574277485393.0
768,3947,4721,-19143,3645,2559,415,1574277485393.0
769,3947,4721,-19143,3645,2559,415,1574277485393.0
770,3947,4669,-19076,3621,2621,486,1574277485393.0
771,3869,4608,-19059,3655,2649,518,1574277485393.0
772,3822,4595,-18990,3691,2679,572,1574277485393.0
773,3822,4595,-18990,3691,2679,572,1574277485393.0
774,3811,4583,-18929,3682,2787,662,1574277485393.0
775,3831,4486,-18873,3672,2824,679,1574277485393.0
776,3819,4496,-18940,3646,2854,692,1574277485393.0
777,3819,4496,-18940,3646,2854,692,1574277485393.0
778,3794,4412,-18893,3516,2863,702,1574277485393.0
779,3771,4412,-18930,3461,2841,703,1574277485393.0
780,3835,4394,-18911,3423,2817,722,1574277485694.0
781,3791,4385,-18870,3407,2821,704,1574277485694.0
782,3744,4283,-18779,3415,2840,701,1574277485694.0
783,3773,4267,-18699,3403,2881,704,1574277485694.0
784,3746,4250,-18739,3395,2942,695,1574277485694.0
785,3750,4217,-18764,3403,3012,691,1574277485694.0
786,3741,4228,-18773,3413,3054,679,1574277485694.0
787,3697,4212,-18793,3427,3041,655,1574277485694.0
788,3650,4181,-18880,3448,3017,653,1574277485694.0
789,3641,4180,-18839,3462,2978,659,1574277485694.0
790,3612,4172,-18801,3449,2972,647,1574277485694.0
791,3609,4194,-18799,3411,2981,621,1574277485694.0
792,3562,4192,-18825,3372,2991,614,1574277485694.0
793,3529,4180,-18856,3332,2973,622,1574277485694.0
794,3519,4190,-18909,3316,2936,617,1574277485694.0
795,3541,4199,-18917,3314,2901,612,1574277485694.0
796,3579,4162,-18897,3312,2880,611,1574277485694.0
797,3569,4093,-18798,3296,2879,586,1574277485694.0
798,3576,4086,-18783,3269,2921,575,1574277485694.0
799,3531,4041,-18797,3253,2965,561,1574277485694.0
800,3544,4001,-18818,3256,2981,562,1574277485694.0
801,3544,3994,-18795,3247,2970,572,1574277485694.0
802,3561,3994,-18846,3239,2949,582,1574277485694.0
803,3537,3990,-18816,3228,2917,587,1574277485694.0
804,3550,3955,-18782,3206,2883,576,1574277485694.0
805,3555,3975,-18701,3167,2849,531,1574277485694.0
806,3540,3955,-18652,3150,2819,483,1574277485694.0
807,3513,3909,-18494,3164,2775,457,1574277485694.0
808,3444,3856,-18422,3195,2748,444,1574277485694.0
809,3404,3833,-18326,3239,2737,433,1574277485694.0
810,3458,3874,-18298,3253,2748,420,1574277485694.0
811,3455,3883,-18301,3269,2763,380,1574277485694.0
812,3488,3868,-18312,3293,2755,345,1574277485694.0
813,3492,3870,-18406,3323,2714,304,1574277485694.0
814,3459,3856,-18355,3385,2665,275,1574277485694.0
815,3379,3869,-18281,3425,2638,260,1574277485694.0
816,3384,3904,-18362,3408,2645,236,1574277485694.0
817,3387,3936,-18458,3346,2638,192,1574277485694.0
818,3449,3973,-18533,3309,2573,152,1574277485694.0
819,3384,4007,-18473,3345,2465,128,1574277485694.0
820,3342,3973,-18495,3408,2378,122,1574277485694.0
821,3323,3980,-18419,3429,2324,147,1574277485694.0
822,3385,4011,-18407,3407,2335,154,1574277485694.0
823,3400,3950,-18450,3384,2375,161,1574277485694.0
824,3481,3951,-18574,3365,2390,160,1574277485694.0
825,3500,3954,-18599,3382,2378,149,1574277485694.0
826,3451,3969,-18635,3431,2334,169,1574277485694.0
827,3411,4029,-18580,3505,2290,173,1574277485694.0
828,3390,4017,-18537,3545,2276,182,1574277485694.0
829,3387,4006,-18558,3551,2273,189,1574277485694.0
830,3367,4038,-18510,3557,2263,226,1574277485694.0
831,3361,4000,-18572,3561,2233,261,1574277485694.0
832,3423,4055,-18612,3585,2195,278,1574277485694.0
833,3378,4056,-18598,3610,2162,285,1574277485694.0
834,3432,4063,-18518,3646,2136,294,1574277485694.0
835,3411,4062,-18595,3661,2128,306,1574277485694.0
836,3455,4081,-18650,3673,2131,323,1574277485694.0
837,3472,4110,-18746,3693,2150,324,1574277485694.0
838,3498,4154,-18810,3733,2141,324,1574277485694.0
839,3507,4168,-18882,3782,2139,333,1574277485694.0
840,3491,4204,-18907,3825,2168,369,1574277485995.0
841,3556,4179,-18948,3848,2213,404,1574277485995.0
842,3657,4225,-19092,3846,2242,409,1574277485995.0
843,3666,4286,-19236,3850,2248,413,1574277485995.0
844,3720,4295,-19367,3865,2245,412,1574277485995.0
845,3771,4286,-19410,3858,2218,427,1574277485995.0
846,3791,4288,-19479,3860,2203,423,1574277485995.0
847,3838,4304,-19544,3830,2188,410,1574277485995.0
848,3891,4313,-19538,3771,2200,387,1574277485995.0
849,3956,4298,-19608,3728,2239,348,1574277485995.0
850,4002,4307,-19663,3738,2293,338,1574277485995.0
851,3992,4263,-19595,3727,2349,330,1574277485995.0
852,4010,4253,-19623,3711,2442,333,1574277485995.0
853,4015,4239,-19570,3706,2571,327,1574277485995.0
854,3985,4163,-19449,3721,2722,338,1574277485995.0
855,4004,4127,-19311,3725,2850,329,1574277485995.0
856,4038,4089,-19196,3729,2937,302,1574277485995.0
857,4041,4046,-19002,3733,2976,279,1574277485995.0
858,3988,4017,-18778,3746,2990,233,1574277485995.0
859,3938,3950,-18587,3799,2994,145,1574277485995.0
860,3860,3890,-18356,3805,2984,96,1574277485995.0
861,3890,3905,-18147,3771,2945,32,1574277485995.0
862,3863,3897,-18052,3721,2900,-66,1574277485995.0
863,3817,3925,-17982,3733,2820,-170,1574277485995.0
864,3763,3911,-17903,3739,2730,-275,1574277485995.0
865,3706,3944,-17838,3733,2617,-376,1574277485995.0
866,3626,4039,-17825,3706,2538,-478,1574277485995.0
867,3557,4081,-17843,3668,2449,-592,1574277485995.0
868,3536,4171,-17924,3622,2368,-677,1574277485995.0
869,3491,4228,-18077,3587,2281,-758,1574277485995.0
870,3438,4316,-18285,3558,2186,-802,1574277485995.0
871,3360,4401,-18328,3523,2110,-818,1574277485995.0
872,3354,4483,-18462,3505,2028,-816,1574277485995.0
873,3331,4509,-18609,3497,1956,-804,1574277485995.0
874,3275,4540,-18724,3520,1912,-744,1574277485995.0
875,3241,4552,-18789,3548,1907,-656,1574277485995.0
876,3202,4626,-18810,3600,1932,-579,1574277485995.0
877,3156,4655,-18905,3668,1987,-479,1574277485995.0
878,3156,4641,-18967,3723,2070,-358,1574277485995.0
879,3127,4602,-19056,3771,2155,-259,1574277485995.0
880,3118,4579,-19094,3801,2220,-156,1574277485995.0
881,3144,4590,-19157,3807,2267,-58,1574277485995.0
882,3187,4635,-19154,3794,2277,39,1574277485995.0
883,3198,4646,-19064,3799,2277,115,1574277485995.0
884,3165,4619,-19112,3812,2289,174,1574277485995.0
885,3220,4588,-19156,3809,2303,251,1574277485995.0
886,3268,4542,-19064,3771,2302,328,1574277485995.0
887,3338,4494,-19022,3759,2309,403,1574277485995.0
888,3404,4481,-19010,3761,2309,480,1574277485995.0
889,3488,4449,-18983,3771,2309,517,1574277485995.0
890,3562,4361,-18951,3773,2307,554,1574277485995.0
891,3586,4297,-18943,3762,2292,574,1574277485995.0
892,3652,4304,-18881,3740,2285,579,1574277485995.0
893,3703,4267,-18874,3735,2289,616,1574277485995.0
894,3723,4221,-18836,3742,2293,624,1574277485995.0
895,3803,4167,-18810,3737,2316,613,1574277485995.0
896,3823,4140,-18848,3739,2313,625,1574277485995.0
897,3864,4110,-18811,3764,2303,626,1574277485995.0
898,3841,4110,-18785,3816,2323,607,1574277485995.0
899,3913,4069,-18799,3833,2369,604,1574277485995.0
900,3916,4027,-18791,3827,2399,585,1574277486295.0
901,3952,4023,-18778,3799,2414,544,1574277486295.0
902,3992,3963,-18778,3781,2414,501,1574277486295.0
903,4011,3971,-18742,3796,2393,466,1574277486295.0
904,3951,3920,-18713,3829,2386,430,1574277486295.0
905,3920,3904,-18671,3849,2411,399,1574277486295.0
906,3939,3912,-18661,3856,2458,371,1574277486295.0
907,3955,3888,-18645,3858,2506,331,1574277486295.0
908,3989,3875,-18677,3877,2551,296,1574277486295.0
909,4026,3869,-18628,3891,2609,250,1574277486295.0
910,3991,3866,-18662,3889,2622,198,1574277486295.0
911,3956,3898,-18695,3872,2600,137,1574277486295.0
912,3965,3868,-18647,3902,2523,72,1574277486295.0
913,3887,3937,-18627,3931,2456,19,1574277486295.0
914,3833,4028,-18596,3951,2393,-21,1574277486295.0
915,3789,4043,-18547,3961,2364,-66,1574277486295.0
916,3703,4081,-18459,3945,2366,-117,1574277486295.0
917,3650,4079,-18515,3914,2367,-137,1574277486295.0
918,3605,4161,-18599,3908,2348,-157,1574277486295.0
919,3597,4202,-18626,3901,2312,-144,1574277486295.0
920,3561,4270,-18661,3926,2299,-159,1574277486295.0
921,3560,4318,-18697,3953,2290,-184,1574277486295.0
922,3472,4368,-18742,3984,2318,-164,1574277486295.0
923,3417,4396,-18757,4003,2364,-139,1574277486295.0
924,3414,4399,-18805,4013,2406,-117,1574277486295.0
925,3356,4466,-18829,4028,2452,-72,1574277486295.0
926,3279,4488,-18956,4049,2458,-20,1574277486295.0
927,3292,4532,-18974,4049,2429,44,1574277486295.0
928,3310,4614,-19065,4049,2408,97,1574277486295.0
929,3260,4654,-19052,4046,2392,157,1574277486295.0
930,3256,4615,-19168,4031,2387,229,1574277486295.0
931,3256,4664,-19138,3990,2371,303,1574277486295.0
932,3267,4670,-19073,3973,2382,367,1574277486295.0
933,3270,4657,-19089,3974,2414,412,1574277486295.0
934,3294,4607,-19039,3975,2465,466,1574277486295.0
935,3293,4618,-19001,3964,2496,538,1574277486295.0
936,3298,4612,-19002,3963,2532,584,1574277486295.0
937,3289,4626,-19006,3972,2575,638,1574277486295.0
938,3325,4605,-19000,3992,2585,696,1574277486295.0
939,3355,4622,-18951,3990,2575,760,1574277486295.0
940,3338,4593,-19023,3975,2559,802,1574277486295.0
941,3399,4598,-18973,3958,2522,839,1574277486295.0
942,3425,4544,-18995,3949,2486,883,1574277486295.0
943,3433,4527,-19004,3928,2449,914,1574277486295.0
944,3526,4532,-18867,3918,2421,939,1574277486295.0
945,3549,4482,-18864,3901,2423,965,1574277486295.0
946,3553,4461,-18853,3895,2435,984,1574277486295.0
947,3613,4408,-18885,3867,2466,992,1574277486295.0
948,3659,4422,-18885,3808,2474,970,1574277486295.0
949,3750,4415,-18914,3769,2478,932,1574277486295.0
950,3743,4406,-19079,3762,2462,907,1574277486295.0
951,3780,4374,-19115,3735,2452,869,1574277486295.0
952,3794,4386,-19227,3670,2455,848,1574277486295.0
953,3907,4410,-19235,3618,2479,810,1574277486295.0
954,3853,4391,-19263,3610,2505,788,1574277486295.0
955,3864,4347,-19277,3612,2549,764,1574277486295.0
956,3841,4380,-19234,3585,2597,778,1574277486295.0
957,3920,4377,-19179,3555,2656,778,1574277486295.0
958,3950,4345,-19149,3541,2738,771,1574277486295.0
959,3923,4287,-19127,3503,2802,763,1574277486295.0
960,3919,4305,-19073,3475,2836,746,1574277486596.0
961,3923,4266,-18972,3458,2870,716,1574277486596.0
962,3912,4256,-18939,3425,2898,689,1574277486596.0
963,3922,4227,-18898,3385,2944,657,1574277486596.0
964,3889,4218,-18882,3348,2966,625,1574277486596.0
965,3888,4213,-18771,3334,2964,580,1574277486596.0
966,3883,4182,-18746,3353,2952,532,1574277486596.0
967,3877,4154,-18727,3350,2937,505,1574277486596.0
968,3843,4121,-18699,3329,2930,476,1574277486596.0
969,3832,4070,-18725,3308,2908,402,1574277486596.0
970,3826,4110,-18677,3285,2865,337,1574277486596.0
971,3783,4031,-18655,3278,2822,289,1574277486596.0
972,3740,4065,-18592,3288,2787,240,1574277486596.0
973,3711,4045,-18558,3305,2787,201,1574277486596.0
974,3709,4012,-18578,3316,2827,157,1574277486596.0
975,3704,3999,-18616,3312,2857,96,1574277486596.0
976,3673,4003,-18644,3319,2835,42,1574277486596.0
977,3622,4022,-18728,3356,2770,-2,1574277486596.0
978,3631,4025,-18736,3402,2693,-50,1574277486596.0
979,3570,4055,-18717,3409,2664,-94,1574277486596.0
980,3492,4103,-18646,3391,2657,-117,1574277486596.0
