,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,Timestamp
84,3816,4376,-18710,3791,2429,-5,1574277482080.0
85,3830,4374,-18686,3786,2423,21,1574277482080.0
86,3811,4358,-18739,3798,2410,33,1574277482080.0
87,3835,4347,-18659,3765,2414,53,1574277482080.0
88,3845,4299,-18641,3716,2434,88,1574277482080.0
89,3864,4315,-18670,3685,2461,119,1574277482080.0
90,3889,4294,-18616,3679,2465,117,1574277482080.0
91,3861,4241,-18607,3705,2457,111,1574277482080.0
92,3878,4207,-18556,3717,2432,109,1574277482080.0
93,3891,4158,-18586,3718,2414,134,1574277482080.0
94,3966,4158,-18700,3717,2442,137,1574277482080.0
95,3967,4124,-18689,3716,2484,119,1574277482080.0
96,3933,4094,-18686,3715,2550,130,1574277482080.0
97,3883,4132,-18662,3711,2610,155,1574277482080.0
98,3930,4102,-18699,3731,2648,172,1574277482080.0
99,3910,4084,-18735,3754,2653,178,1574277482080.0
100,3929,4096,-18718,3740,2637,180,1574277482080.0
101,3992,4092,-18737,3742,2618,164,1574277482080.0
102,3921,4048,-18723,3790,2611,166,1574277482080.0
103,3907,3990,-18618,3804,2602,185,1574277482080.0
104,3929,3986,-18560,3776,2596,214,1574277482080.0
105,3942,4001,-18537,3771,2587,192,1574277482080.0
106,3929,3968,-18487,3783,2563,166,1574277482080.0
107,3952,3919,-18441,3805,2525,170,1574277482080.0
108,3911,3937,-18357,3830,2491,147,1574277482080.0
109,3939,3961,-18340,3832,2499,126,1574277482080.0
110,3964,3962,-18358,3803,2540,107,1574277482080.0
111,3977,3959,-18381,3763,2585,89,1574277482080.0
112,3930,3977,-18480,3754,2601,65,1574277482080.0
113,3916,3954,-18487,3765,2594,61,1574277482080.0
114,3874,3971,-18476,3775,2557,60,1574277482080.0
115,3889,3990,-18562,3779,2553,58,1574277482080.0
116,3893,3984,-18503,3768,2590,57,1574277482080.0
117,3904,4036,-18573,3757,2662,30,1574277482080.0
118,3853,4045,-18669,3772,2712,22,1574277482080.0
119,3849,4042,-18657,3797,2745,55,1574277482080.0
120,3849,4098,-18694,3781,2736,68,1574277482394.0
121,3849,4098,-18694,3763,2681,38,1574277482394.0
122,3892,4134,-18777,3739,2604,1,1574277482394.0
123,3822,4084,-18738,3718,2514,-20,1574277482394.0
124,3787,4091,-18685,3693,2435,-22,1574277482394.0
125,3787,4091,-18685,3693,2435,-22,1574277482394.0
126,3806,4148,-18529,3615,2427,-70,1574277482394.0
127,3803,4141,-18572,3603,2430,-80,1574277482394.0
128,3768,4128,-18594,3631,2410,-69,1574277482394.0
129,3768,4128,-18594,3693,2386,-55,1574277482394.0
130,3701,4153,-18602,3769,2380,-43,1574277482394.0
131,3672,4209,-18601,3805,2397,-33,1574277482394.0
132,3636,4208,-18600,3798,2451,-12,1574277482394.0
133,3636,4208,-18600,3783,2496,3,1574277482394.0
134,3677,4202,-18684,3779,2514,6,1574277482394.0
135,3730,4217,-18595,3779,2514,6,1574277482394.0
136,3705,4197,-18588,3863,2546,26,1574277482394.0
137,3644,4148,-18600,3872,2545,43,1574277482394.0
138,3661,4129,-18598,3848,2518,55,1574277482394.0
139,3661,4129,-18598,3857,2482,60,1574277482394.0
140,3659,4148,-18562,3863,2435,64,1574277482394.0
141,3677,4151,-18516,3834,2386,80,1574277482394.0
142,3691,4155,-18514,3799,2342,100,1574277482394.0
143,3691,4155,-18514,3754,2335,99,1574277482394.0
144,3740,4104,-18521,3723,2326,93,1574277482394.0
145,3782,4090,-18517,3712,2333,70,1574277482394.0
146,3769,4098,-18560,3734,2345,77,1574277482394.0
147,3769,4098,-18560,3765,2370,69,1574277482394.0
148,3830,4048,-18559,3766,2408,89,1574277482394.0
149,3842,4070,-18568,3765,2433,72,1574277482394.0
150,3845,4011,-18661,3770,2443,59,1574277482394.0
151,3845,4011,-18661,3778,2446,40,1574277482394.0
152,3887,4039,-18647,3805,2426,20,1574277482394.0
153,3883,4001,-18621,3827,2404,-18,1574277482394.0
154,3842,4017,-18588,3824,2382,-32,1574277482394.0
155,3859,3998,-18633,3817,2381,-31,1574277482394.0
156,3875,3987,-18574,3797,2390,-41,1574277482394.0
157,3875,3987,-18574,3773,2397,-47,1574277482394.0
158,3861,3989,-18618,3751,2401,-59,1574277482394.0
159,3911,3990,-18652,3728,2373,-66,1574277482394.0
160,3877,4024,-18651,3721,2331,-88,1574277482394.0
161,3877,4024,-18651,3721,2299,-98,1574277482394.0
162,3866,4028,-18592,3697,2308,-118,1574277482394.0
163,3814,4098,-18581,3667,2328,-134,1574277482394.0
164,3833,4093,-18645,3666,2327,-164,1574277482394.0
165,3833,4093,-18645,3697,2318,-178,1574277482394.0
166,3853,4085,-18699,3736,2308,-191,1574277482394.0
167,3808,4187,-18652,3789,2295,-195,1574277482394.0
168,3797,4167,-18703,3843,2296,-202,1574277482394.0
169,3797,4167,-18703,3867,2332,-193,1574277482394.0
170,3775,4184,-18760,3895,2370,-204,1574277482394.0
171,3816,4205,-18974,3913,2368,-186,1574277482394.0
172,3781,4170,-18899,3902,2361,-148,1574277482394.0
173,3781,4170,-18899,3858,2354,-137,1574277482394.0
174,3767,4191,-18868,3812,2361,-126,1574277482394.0
175,3778,4203,-18909,3755,2367,-107,1574277482394.0
176,3778,4203,-18909,3728,2372,-103,1574277482394.0
177,3799,4242,-18839,3721,2367,-96,1574277482394.0
178,3810,4181,-18753,3723,2356,-86,1574277482394.0
179,3821,4175,-18724,3748,2352,-85,1574277482394.0
180,3822,4133,-18737,3744,2394,-57,1574277482678.0
181,3822,4159,-18632,3735,2443,-66,1574277482678.0
182,3841,4221,-18553,3750,2470,-90,1574277482678.0
183,3763,4213,-18589,3830,2489,-107,1574277482678.0
184,3733,4168,-18546,3909,2495,-86,1574277482678.0
185,3715,4135,-18523,3910,2493,-62,1574277482678.0
186,3778,4170,-18540,3864,2509,-40,1574277482678.0
187,3799,4174,-18579,3813,2516,-37,1574277482678.0
188,3793,4193,-18596,3788,2488,-45,1574277482678.0
189,3754,4201,-18517,3777,2456,-41,1574277482678.0
190,3729,4176,-18527,3775,2416,-50,1574277482678.0
191,3737,4221,-18414,3751,2390,-60,1574277482678.0
192,3740,4231,-18447,3723,2340,-55,1574277482678.0
193,3770,4241,-18492,3732,2298,-45,1574277482678.0
194,3749,4253,-18533,3741,2272,-23,1574277482678.0
195,3779,4275,-18515,3753,2271,-9,1574277482678.0
196,3796,4273,-18585,3765,2290,-38,1574277482678.0
197,3781,4280,-18694,3779,2302,-38,1574277482678.0
198,3777,4284,-18827,3780,2298,-31,1574277482678.0
199,3789,4295,-18901,3804,2301,-12,1574277482678.0
200,3744,4290,-18963,3859,2304,14,1574277482678.0
201,3766,4320,-19036,3884,2347,36,1574277482678.0
202,3816,4321,-19120,3838,2408,70,1574277482678.0
203,3825,4344,-19136,3801,2455,88,1574277482678.0
204,3810,4301,-19195,3806,2493,106,1574277482678.0
205,3809,4281,-19156,3863,2513,139,1574277482678.0
206,3845,4246,-19086,3872,2530,174,1574277482678.0
207,3837,4212,-18969,3852,2544,193,1574277482678.0
208,3868,4209,-18963,3838,2570,191,1574277482678.0
209,3882,4208,-18868,3827,2577,178,1574277482678.0
210,3907,4120,-18829,3837,2574,158,1574277482678.0
211,3880,4109,-18728,3839,2537,146,1574277482678.0
212,3855,4079,-18687,3827,2483,133,1574277482678.0
213,3858,4109,-18687,3816,2453,111,1574277482678.0
214,3867,4075,-18608,3818,2427,75,1574277482678.0
215,3853,4081,-18555,3837,2401,37,1574277482678.0
216,3844,4068,-18564,3865,2406,51,1574277482678.0
217,3824,4056,-18585,3864,2449,52,1574277482678.0
218,3857,4046,-18598,3856,2492,51,1574277482678.0
219,3884,4049,-18651,3829,2530,46,1574277482678.0
220,3889,4041,-18791,3822,2543,33,1574277482678.0
221,3927,4028,-18821,3834,2523,24,1574277482678.0
222,3870,4047,-18867,3838,2513,21,1574277482678.0
223,3881,4034,-18917,3829,2498,16,1574277482678.0
224,3885,4035,-18931,3840,2472,1,1574277482678.0
225,3834,4030,-18890,3862,2463,2,1574277482678.0
226,3780,4035,-18812,3876,2481,28,1574277482678.0
227,3772,4064,-18742,3869,2532,38,1574277482678.0
228,3791,4032,-18683,3825,2587,26,1574277482678.0
229,3837,3970,-18739,3787,2633,12,1574277482678.0
230,3846,3971,-18677,3800,2621,-16,1574277482678.0
231,3809,3986,-18596,3820,2597,-35,1574277482678.0
232,3764,3991,-18491,3854,2594,-52,1574277482678.0
233,3722,3974,-18484,3858,2611,-80,1574277482678.0
234,3701,3963,-18437,3840,2649,-95,1574277482678.0
235,3688,4003,-18394,3826,2647,-85,1574277482678.0
236,3661,3998,-18370,3851,2651,-95,1574277482678.0
237,3614,4021,-18400,3878,2635,-112,1574277482678.0
238,3612,4036,-18363,3866,2581,-127,1574277482678.0
239,3639,4048,-18432,3826,2503,-147,1574277482678.0
240,3636,4072,-18362,3815,2423,-148,1574277482978.0
241,3588,4075,-18402,3804,2365,-157,1574277482978.0
242,3582,4111,-18397,3773,2353,-154,1574277482978.0
243,3608,4104,-18414,3735,2372,-180,1574277482978.0
244,3629,4136,-18536,3713,2381,-185,1574277482978.0
245,3576,4209,-18616,3723,2370,-190,1574277482978.0
246,3567,4222,-18703,3766,2372,-191,1574277482978.0
247,3528,4224,-18746,3795,2375,-170,1574277482978.0
248,3569,4274,-18748,3816,2392,-133,1574277482978.0
249,3573,4261,-18791,3817,2411,-105,1574277482978.0
250,3593,4266,-18830,3784,2409,-88,1574277482978.0
251,3622,4274,-18798,3751,2398,-99,1574277482978.0
252,3651,4265,-18860,3775,2373,-89,1574277482978.0
253,3593,4233,-18859,3802,2378,-64,1574277482978.0
254,3586,4228,-18766,3809,2400,-33,1574277482978.0
255,3613,4217,-18726,3795,2436,-27,1574277482978.0
256,3624,4248,-18714,3784,2469,2,1574277482978.0
257,3610,4250,-18711,3765,2444,33,1574277482978.0
258,3658,4233,-18694,3740,2440,24,1574277482978.0
259,3689,4257,-18700,3708,2436,17,1574277482978.0
260,3713,4261,-18690,3670,2427,16,1574277482978.0
261,3749,4258,-18649,3651,2404,-8,1574277482978.0
262,3738,4252,-18683,3661,2394,-14,1574277482978.0
263,3681,4238,-18724,3680,2380,8,1574277482978.0
264,3701,4236,-18657,3699,2379,33,1574277482978.0
265,3698,4280,-18645,3702,2401,48,1574277482978.0
266,3789,4246,-18681,3668,2401,30,1574277482978.0
267,3833,4217,-18739,3665,2364,11,1574277482978.0
268,3811,4201,-18763,3706,2313,15,1574277482978.0
269,3763,4258,-18792,3742,2273,33,1574277482978.0
270,3776,4248,-18789,3749,2283,33,1574277482978.0
271,3813,4247,-18774,3744,2304,45,1574277482978.0
272,3827,4191,-18799,3744,2331,66,1574277482978.0
273,3819,4141,-18743,3741,2368,72,1574277482978.0
274,3848,4173,-18729,3748,2410,77,1574277482978.0
275,3913,4144,-18871,3742,2430,74,1574277482978.0
276,3907,4108,-18832,3761,2425,67,1574277482978.0
277,3886,4125,-18758,3766,2433,76,1574277482978.0
278,3857,4142,-18772,3767,2465,86,1574277482978.0
279,3857,4120,-18828,3731,2523,85,1574277482978.0
280,3852,4107,-18901,3691,2558,92,1574277482978.0
281,3915,4060,-18902,3666,2538,104,1574277482978.0
282,3936,4030,-18844,3667,2508,105,1574277482978.0
283,3965,4031,-18852,3665,2484,96,1574277482978.0
284,3963,4031,-18814,3657,2480,78,1574277482978.0
285,3881,3992,-18786,3659,2483,68,1574277482978.0
286,3883,3999,-18727,3652,2471,44,1574277482978.0
287,3847,4001,-18610,3679,2483,56,1574277482978.0
288,3851,4026,-18609,3693,2528,54,1574277482978.0
289,3891,4027,-18583,3714,2586,38,1574277482978.0
290,3903,4041,-18629,3702,2632,12,1574277482978.0
291,3924,4021,-18666,3704,2651,9,1574277482978.0
292,3921,4064,-18673,3723,2639,-5,1574277482978.0
293,3912,4070,-18625,3759,2598,-38,1574277482978.0
294,3851,4070,-18659,3751,2581,-85,1574277482978.0
295,3842,4094,-18709,3701,2575,-98,1574277482978.0
296,3829,4154,-18694,3654,2573,-110,1574277482978.0
297,3839,4177,-18742,3633,2569,-134,1574277482978.0
298,3830,4218,-18823,3646,2558,-157,1574277482978.0
299,3763,4219,-18794,3675,2564,-159,1574277482978.0
300,3744,4228,-18793,3683,2578,-160,1574277483277.0
301,3735,4239,-18817,3671,2618,-161,1574277483277.0
302,3779,4271,-18824,3659,2635,-143,1574277483277.0
303,3780,4275,-18855,3660,2613,-145,1574277483277.0
304,3700,4302,-18821,3695,2567,-139,1574277483277.0
305,3627,4302,-18782,3717,2533,-124,1574277483277.0
306,3593,4298,-18746,3706,2540,-111,1574277483277.0
307,3613,4327,-18689,3652,2567,-98,1574277483277.0
308,3641,4316,-18688,3590,2592,-98,1574277483277.0
309,3595,4360,-18697,3554,2596,-88,1574277483277.0
310,3567,4360,-18685,3567,2593,-75,1574277483277.0
311,3559,4381,-18737,3574,2562,-71,1574277483277.0
312,3586,4423,-18740,3565,2527,-75,1574277483277.0
313,3588,4449,-18753,3600,2483,-56,1574277483277.0
314,3502,4444,-18721,3651,2444,-46,1574277483277.0
315,3488,4419,-18696,3672,2407,-38,1574277483277.0
316,3491,4421,-18708,3668,2401,-16,1574277483277.0
317,3487,4406,-18692,3612,2420,2,1574277483277.0
318,3500,4428,-18709,3571,2460,15,1574277483277.0
319,3562,4475,-18723,3572,2486,13,1574277483277.0
320,3520,4482,-18740,3640,2484,10,1574277483277.0
321,3462,4417,-18715,3726,2446,37,1574277483277.0
322,3453,4412,-18633,3768,2429,85,1574277483277.0
323,3476,4430,-18638,3749,2454,129,1574277483277.0
324,3582,4387,-18713,3734,2506,165,1574277483277.0
325,3574,4419,-18784,3715,2551,172,1574277483277.0
326,3639,4383,-18757,3725,2547,186,1574277483277.0
327,3573,4364,-18706,3765,2471,212,1574277483277.0
328,3610,4327,-18688,3804,2419,216,1574277483277.0
329,3669,4297,-18591,3796,2416,198,1574277483277.0
330,3674,4253,-18633,3788,2476,172,1574277483277.0
331,3667,4231,-18526,3789,2520,177,1574277483277.0
332,3665,4228,-18586,3779,2549,179,1574277483277.0
333,3681,4237,-18617,3777,2573,185,1574277483277.0
334,3758,4248,-18609,3806,2595,170,1574277483277.0
335,3714,4242,-18721,3850,2630,182,1574277483277.0
336,3704,4169,-18683,3848,2652,185,1574277483277.0
337,3744,4156,-18770,3798,2653,169,1574277483277.0
338,3813,4165,-18840,3752,2616,148,1574277483277.0
339,3822,4158,-18808,3732,2566,117,1574277483277.0
340,3876,4158,-18827,3723,2517,95,1574277483277.0
341,3873,4157,-18819,3706,2488,63,1574277483277.0
342,3858,4169,-18815,3679,2480,31,1574277483277.0
343,3860,4149,-18797,3679,2473,-1,1574277483277.0
344,3822,4134,-18771,3703,2490,-24,1574277483277.0
345,3845,4141,-18717,3731,2505,-22,1574277483277.0
346,3814,4120,-18800,3749,2511,-33,1574277483277.0
347,3807,4143,-18757,3762,2517,-33,1574277483277.0
348,3784,4139,-18707,3781,2527,-47,1574277483277.0
349,3786,4159,-18725,3787,2541,-57,1574277483277.0
350,3741,4176,-18614,3766,2566,-72,1574277483277.0
351,3722,4187,-18660,3736,2563,-92,1574277483277.0
352,3741,4204,-18729,3726,2549,-106,1574277483277.0
353,3745,4170,-18672,3737,2541,-97,1574277483277.0
354,3736,4230,-18697,3722,2533,-114,1574277483277.0
355,3748,4220,-18742,3710,2530,-125,1574277483277.0
356,3716,4211,-18657,3705,2478,-136,1574277483277.0
357,3684,4245,-18672,3720,2421,-130,1574277483277.0
358,3654,4261,-18641,3719,2407,-134,1574277483277.0
359,3694,4279,-18635,3725,2398,-135,1574277483277.0
360,3650,4302,-18650,3736,2410,-139,1574277483593.0
361,3655,4303,-18659,3713,2419,-105,1574277483593.0
362,3632,4309,-18676,3713,2419,-105,1574277483593.0
363,3630,4312,-18694,3704,2447,-97,1574277483593.0
364,3654,4372,-18696,3742,2466,-107,1574277483593.0
365,3636,4348,-18763,3850,2523,-68,1574277483593.0
366,3626,4370,-18741,3850,2523,-68,1574277483593.0
367,3624,4395,-18827,3847,2559,-42,1574277483593.0
368,3655,4405,-18760,3823,2606,-30,1574277483593.0
369,3690,4381,-18745,3812,2624,-37,1574277483593.0
370,3717,4389,-18805,3816,2624,-31,1574277483593.0
371,3657,4357,-18811,3834,2609,-21,1574277483593.0
372,3607,4372,-18771,3814,2573,-10,1574277483593.0
373,3594,4406,-18749,3783,2555,24,1574277483593.0
374,3647,4458,-18759,3783,2555,24,1574277483593.0
375,3624,4435,-18723,3777,2574,32,1574277483593.0
376,3632,4375,-18727,3830,2576,74,1574277483593.0
377,3645,4401,-18810,3830,2576,74,1574277483593.0
378,3683,4391,-18811,3824,2548,77,1574277483593.0
379,3670,4389,-18788,3795,2497,96,1574277483593.0
380,3692,4372,-18775,3795,2497,96,1574277483593.0
381,3713,4390,-18750,3794,2487,98,1574277483593.0
382,3736,4348,-18763,3798,2494,67,1574277483593.0
383,3748,4321,-18816,3844,2487,25,1574277483593.0
384,3731,4326,-18815,3842,2478,45,1574277483593.0
385,3740,4359,-18759,3829,2473,39,1574277483593.0
386,3687,4357,-18757,3822,2497,33,1574277483593.0
387,3643,4351,-18701,3831,2522,37,1574277483593.0
388,3660,4366,-18756,3831,2522,37,1574277483593.0
389,3668,4366,-18720,3811,2541,40,1574277483593.0
390,3658,4308,-18786,3766,2553,53,1574277483593.0
391,3686,4349,-18734,3752,2548,48,1574277483593.0
392,3627,4371,-18710,3745,2527,35,1574277483593.0
393,3641,4394,-18697,3730,2509,44,1574277483593.0
394,3680,4378,-18691,3703,2493,27,1574277483593.0
395,3674,4380,-18682,3708,2492,-2,1574277483593.0
396,3696,4347,-18731,3730,2465,-1,1574277483593.0
397,3671,4370,-18716,3747,2433,-14,1574277483593.0
398,3643,4374,-18720,3775,2440,-14,1574277483593.0
399,3627,4366,-18719,3763,2455,-5,1574277483593.0
400,3636,4387,-18734,3763,2455,-5,1574277483593.0
401,3628,4408,-18743,3722,2495,-11,1574277483593.0
402,3638,4408,-18740,3722,2495,-11,1574277483593.0
403,3645,4411,-18787,3731,2480,-4,1574277483593.0
404,3608,4405,-18804,3783,2477,13,1574277483593.0
405,3631,4389,-18845,3799,2483,17,1574277483593.0
406,3704,4422,-18853,3791,2537,79,1574277483593.0
407,3735,4359,-18898,3791,2537,79,1574277483593.0
408,3727,4340,-18945,3795,2548,65,1574277483593.0
409,3709,4344,-18883,3834,2532,83,1574277483593.0
410,3718,4357,-18828,3811,2529,86,1574277483593.0
411,3695,4320,-18761,3811,2529,86,1574277483593.0
412,3722,4338,-18793,3775,2538,90,1574277483593.0
413,3662,4341,-18768,3733,2509,93,1574277483593.0
414,3669,4338,-18783,3731,2492,91,1574277483593.0
415,3674,4342,-18800,3731,2492,91,1574277483593.0
416,3701,4307,-18793,3741,2500,94,1574277483593.0
417,3689,4307,-18770,3744,2524,89,1574277483593.0
418,3678,4285,-18780,3691,2561,117,1574277483593.0
419,3736,4261,-18693,3691,2561,117,1574277483593.0
420,3774,4284,-18749,3721,2569,124,1574277483894.0
421,3745,4293,-18810,3721,2569,124,1574277483894.0
422,3750,4294,-18800,3748,2568,124,1574277483894.0
423,3801,4314,-18730,3745,2608,110,1574277483894.0
424,3782,4305,-18709,3752,2708,94,1574277483894.0
425,3740,4284,-18785,3752,2708,94,1574277483894.0
426,3724,4287,-18786,3767,2719,89,1574277483894.0
427,3728,4311,-18776,3798,2722,97,1574277483894.0
428,3742,4286,-18773,3775,2728,93,1574277483894.0
429,3749,4246,-18730,3775,2728,93,1574277483894.0
430,3725,4256,-18694,3741,2749,78,1574277483894.0
431,3773,4218,-18659,3720,2770,61,1574277483894.0
432,3786,4232,-18724,3704,2692,33,1574277483894.0
433,3751,4268,-18685,3704,2692,33,1574277483894.0
434,3746,4250,-18654,3686,2641,24,1574277483894.0
435,3789,4226,-18671,3659,2598,-2,1574277483894.0
436,3731,4210,-18579,3615,2526,-47,1574277483894.0
437,3741,4263,-18498,3615,2526,-47,1574277483894.0
438,3742,4298,-18563,3594,2541,-70,1574277483894.0
439,3720,4329,-18603,3603,2512,-111,1574277483894.0
440,3690,4347,-18590,3603,2512,-111,1574277483894.0
441,3633,4338,-18600,3630,2508,-90,1574277483894.0
442,3591,4399,-18628,3642,2516,-88,1574277483894.0
443,3604,4440,-18577,3642,2516,-88,1574277483894.0
444,3597,4464,-18590,3622,2538,-74,1574277483894.0
445,3554,4500,-18590,3601,2554,-65,1574277483894.0
446,3556,4511,-18586,3607,2494,-44,1574277483894.0
447,3531,4566,-18656,3607,2494,-44,1574277483894.0
448,3529,4528,-18676,3654,2453,-19,1574277483894.0
449,3548,4536,-18639,3624,2456,51,1574277483894.0
450,3536,4541,-18609,3592,2481,60,1574277483894.0
451,3574,4497,-18593,3592,2481,60,1574277483894.0
452,3621,4540,-18658,3593,2502,63,1574277483894.0
453,3629,4547,-18688,3693,2489,86,1574277483894.0
454,3575,4597,-18750,3714,2483,127,1574277483894.0
455,3543,4568,-18787,3714,2483,127,1574277483894.0
456,3547,4592,-18858,3703,2495,144,1574277483894.0
457,3611,4618,-18892,3685,2505,164,1574277483894.0
458,3644,4585,-18968,3608,2516,218,1574277483894.0
459,3628,4621,-19005,3608,2516,218,1574277483894.0
460,3629,4572,-19015,3574,2495,239,1574277483894.0
461,3633,4553,-18916,3550,2452,289,1574277483894.0
462,3634,4536,-18852,3550,2452,289,1574277483894.0
463,3646,4547,-18848,3547,2501,308,1574277483894.0
464,3713,4534,-18857,3519,2628,338,1574277483894.0
465,3716,4486,-18884,3513,2661,363,1574277483894.0
466,3785,4458,-18902,3513,2661,363,1574277483894.0
467,3819,4435,-18977,3528,2671,378,1574277483894.0
468,3833,4399,-18930,3605,2712,380,1574277483894.0
469,3866,4347,-18947,3601,2727,371,1574277483894.0
470,3845,4337,-18872,3601,2727,371,1574277483894.0
471,3871,4334,-18840,3598,2747,340,1574277483894.0
472,3812,4290,-18882,3634,2562,328,1574277483894.0
473,3868,4297,-18878,3715,2420,325,1574277483894.0
474,3976,4316,-18707,3715,2420,325,1574277483894.0
475,3954,4287,-18572,3758,2382,294,1574277483894.0
476,3863,4294,-18530,3591,2505,262,1574277483894.0
477,3713,4293,-18437,3562,2468,258,1574277483894.0
478,3694,4264,-18540,3562,2468,258,1574277483894.0
479,3807,4229,-18604,3643,2337,255,1574277483894.0
480,3881,4104,-18704,3756,2104,274,1574277484178.0
481,3958,4156,-18554,3773,2291,247,1574277484178.0
482,4045,4204,-18555,3814,2567,147,1574277484178.0
483,3975,4177,-18691,3791,2751,55,1574277484178.0
484,3821,4174,-18859,3754,2749,10,1574277484178.0
485,3744,4256,-18904,3804,2635,8,1574277484178.0
486,3776,4348,-18855,3929,2551,14,1574277484178.0
487,3823,4436,-18732,4019,2559,-10,1574277484178.0
488,3758,4394,-18724,4043,2665,-19,1574277484178.0
489,3695,4373,-18829,3986,2725,-13,1574277484178.0
