,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,Timestamp
1995,-4778,-930,-27499,152,466,-973,1574277294510.0
1996,-4790,-1021,-27552,-21,452,-910,1574277294510.0
1997,-4714,-1029,-27699,-178,471,-857,1574277294510.0
1998,-4688,-997,-27733,-270,425,-712,1574277294510.0
1999,-4717,-864,-27658,-404,320,-503,1574277294510.0
2000,-4691,-658,-27501,-669,212,-355,1574277294510.0
2001,-4673,-634,-27532,-949,153,-340,1574277294510.0
2002,-4640,-652,-27444,-1107,119,-389,1574277294510.0
2003,-4536,-791,-27324,-1101,125,-433,1574277294510.0
2004,-4611,-705,-27276,-1079,146,-401,1574277294510.0
2005,-5157,-576,-27641,-1511,306,-275,1574277294510.0
2006,-5336,-958,-27275,-3187,1013,3,1574277294510.0
2007,-5114,-913,-27224,-3749,1621,211,1574277294510.0
2008,-4600,-295,-27072,-3400,1849,434,1574277294510.0
2009,-4466,216,-27022,-2554,1943,315,1574277294510.0
2010,-4536,386,-27065,-1742,1944,-97,1574277294510.0
2011,-4631,49,-27012,-1397,1883,-503,1574277294510.0
2012,-5014,-568,-26869,-1280,1800,-611,1574277294510.0
2013,-5518,-969,-26850,-1149,1727,-328,1574277294510.0
2014,-5076,-517,-27246,-880,1674,132,1574277294510.0
2015,-3946,-100,-27442,-676,1486,203,1574277294510.0
2016,-3366,-305,-27227,-559,1358,-108,1574277294510.0
2017,-3840,-710,-27025,-422,1314,-394,1574277294510.0
2018,-4359,-575,-27040,-297,1206,-438,1574277294510.0
2019,-4511,-503,-27290,-247,1012,-372,1574277294510.0
2020,-4405,-702,-27238,-158,758,-255,1574277294510.0
2021,-4396,-727,-27151,-13,518,-116,1574277294510.0
2022,-4484,-394,-27097,84,376,-57,1574277294510.0
2023,-4475,-282,-27037,149,271,-58,1574277294510.0
2024,-4454,-463,-27000,183,219,-40,1574277294510.0
2025,-4499,-592,-26991,144,211,46,1574277294510.0
2026,-4455,-578,-27003,146,176,155,1574277294510.0
2027,-4407,-509,-26928,168,70,210,1574277294510.0
2028,-4397,-507,-26972,130,-39,297,1574277294510.0
2029,-4437,-520,-27071,71,-188,377,1574277294510.0
2030,-4478,-477,-27028,-7,-322,428,1574277294510.0
2031,-4498,-451,-26936,-131,-374,461,1574277294510.0
2032,-4527,-393,-26798,-282,-308,458,1574277294510.0
2033,-4551,-375,-26744,-521,-159,433,1574277294510.0
2034,-4591,-245,-26815,-677,13,392,1574277294510.0
2035,-4496,-276,-26907,-616,126,295,1574277294510.0
2036,-4433,-312,-26981,-524,214,181,1574277294510.0
2037,-4391,-340,-26934,-550,313,131,1574277294510.0
2038,-4453,-416,-26904,-659,534,61,1574277294510.0
2039,-4574,-427,-26871,-838,852,-25,1574277294510.0
2040,-4718,-386,-26973,-932,1105,-80,1574277294811.0
2041,-4673,-327,-27006,-843,1230,-133,1574277294811.0
2042,-4531,-359,-26981,-670,1232,-160,1574277294811.0
2043,-4524,-366,-26855,-522,1224,-89,1574277294811.0
2044,-4576,-380,-26693,-363,1213,35,1574277294811.0
2045,-4662,-342,-26642,-187,1216,178,1574277294811.0
2046,-4510,-288,-26844,26,1206,281,1574277294811.0
2047,-4326,-420,-27018,75,1105,310,1574277294811.0
2048,-4289,-618,-27088,-4,912,339,1574277294811.0
2049,-4172,-697,-27174,-78,732,473,1574277294811.0
2050,-3656,-746,-26885,-327,561,718,1574277294811.0
2051,-2411,-1455,-25111,-2312,343,1631,1574277294811.0
2052,-3563,-1078,-26067,-6052,-90,3351,1574277294811.0
2053,-4525,-499,-26849,-8217,-735,3852,1574277294811.0
2054,-5480,385,-27556,-8652,-948,3384,1574277294811.0
2055,-5625,543,-27646,-6735,-550,2142,1574277294811.0
2056,-5361,340,-27517,-4449,231,921,1574277294811.0
2057,-4875,133,-27579,-2511,864,74,1574277294811.0
2058,-4384,-175,-27435,-1308,993,-274,1574277294811.0
2059,-4210,-246,-27406,-557,749,-96,1574277294811.0
2060,-4258,-316,-27221,-70,375,256,1574277294811.0
2061,-4318,-434,-27012,154,84,605,1574277294811.0
2062,-4486,-352,-26969,172,-54,788,1574277294811.0
2063,-4726,-292,-26904,183,-93,789,1574277294811.0
2064,-4862,-243,-26838,239,-101,743,1574277294811.0
2065,-4600,-212,-26889,280,-148,845,1574277294811.0
2066,-4459,-188,-27007,150,-261,1068,1574277294811.0
2067,-4480,-226,-27102,247,-430,1229,1574277294811.0
2068,-4417,-311,-26949,634,-583,1277,1574277294811.0
2069,-4193,-334,-26614,789,-665,1395,1574277294811.0
2070,-4224,-200,-26693,382,-735,1574,1574277294811.0
2071,-4150,-94,-26941,171,-681,1521,1574277294811.0
2072,-4315,-10,-26850,97,-267,1238,1574277294811.0
2073,-4701,-95,-27163,126,356,736,1574277294811.0
2074,-4806,-294,-27163,314,815,229,1574277294811.0
2075,-4600,-506,-27213,442,1040,-19,1574277294811.0
2076,-4312,-562,-27185,532,1079,-43,1574277294811.0
2077,-4261,-505,-27176,611,1022,98,1574277294811.0
2078,-4327,-539,-27230,833,891,256,1574277294811.0
2079,-4411,-563,-27070,936,720,346,1574277294811.0
2080,-4526,-622,-27039,800,583,400,1574277294811.0
2081,-4523,-657,-26933,514,520,476,1574277294811.0
2082,-4560,-529,-26859,133,527,561,1574277294811.0
2083,-4482,-448,-26792,-194,562,615,1574277294811.0
2084,-4393,-329,-26896,-296,561,647,1574277294811.0
2085,-4291,-405,-26865,-167,508,599,1574277294811.0
2086,-4281,-566,-26870,23,481,508,1574277294811.0
2087,-4280,-693,-26847,26,512,471,1574277294811.0
2088,-4332,-624,-26841,-192,551,469,1574277294811.0
2089,-4234,-524,-26924,-440,532,475,1574277294811.0
2090,-4078,-666,-27013,-559,439,406,1574277294811.0
2091,-3945,-827,-27014,-589,273,344,1574277294811.0
2092,-3969,-971,-27062,-603,69,408,1574277294811.0
2093,-4143,-876,-27084,-631,-131,461,1574277294811.0
2094,-4214,-763,-27098,-591,-243,402,1574277294811.0
2095,-4300,-674,-26914,-618,-199,273,1574277294811.0
2096,-4416,-621,-26999,-697,-22,132,1574277294811.0
2097,-4378,-683,-27120,-744,125,-18,1574277294811.0
2098,-4336,-685,-27197,-737,199,-83,1574277294811.0
2099,-4233,-660,-27093,-655,199,-101,1574277294811.0
2100,-4213,-656,-27098,-587,177,-49,1574277295125.0
2101,-4200,-683,-27060,-537,189,-3,1574277295125.0
2102,-4137,-653,-27029,-535,202,21,1574277295125.0
2103,-4149,-704,-27012,-523,207,35,1574277295125.0
2104,-4119,-739,-26974,-450,178,49,1574277295125.0
2105,-4163,-664,-26918,-389,126,114,1574277295125.0
2106,-4166,-564,-26915,-334,94,177,1574277295125.0
2107,-4142,-587,-26800,-270,61,222,1574277295125.0
2108,-4177,-602,-26775,-302,52,258,1574277295125.0
2109,-4160,-690,-26908,-343,48,263,1574277295125.0
2110,-4235,-639,-26938,-324,-12,286,1574277295125.0
2111,-4235,-689,-26910,-306,-80,331,1574277295125.0
2112,-4316,-686,-26935,-340,-125,402,1574277295125.0
2113,-4413,-585,-26988,-405,-159,445,1574277295125.0
2114,-4365,-589,-26966,-507,-219,478,1574277295125.0
2115,-4347,-651,-26906,-651,-301,536,1574277295125.0
2116,-4294,-557,-26805,-830,-404,640,1574277295125.0
2117,-4194,-579,-26672,-1074,-524,722,1574277295125.0
2118,-3980,-708,-26508,-1511,-633,889,1574277295125.0
2119,-4149,-553,-26697,-2122,-689,1203,1574277295125.0
2120,-4488,-405,-27024,-2355,-728,1335,1574277295125.0
2121,-4491,-574,-26748,-2400,-735,1259,1574277295125.0
2122,-4549,-402,-26854,-2562,-599,1238,1574277295125.0
2123,-4654,-213,-27115,-2404,-481,1100,1574277295125.0
2124,-4492,-374,-26890,-2090,-374,854,1574277295125.0
2125,-4361,-463,-26730,-1959,-248,749,1574277295125.0
2126,-4283,-384,-26783,-2020,-183,755,1574277295125.0
2127,-4298,-310,-26959,-1958,-204,754,1574277295125.0
2128,-4255,-412,-26904,-1623,-284,724,1574277295125.0
2129,-3902,-839,-26637,-1504,-336,814,1574277295125.0
2130,-4170,-436,-26726,-1990,-381,1181,1574277295125.0
2131,-4492,-331,-27072,-2232,-527,1249,1574277295125.0
2132,-4174,-624,-26664,-2425,-672,1195,1574277295125.0
2133,-4322,-561,-27067,-2756,-705,1350,1574277295125.0
2134,-4172,-691,-26866,-2974,-730,1376,1574277295125.0
2135,-4564,-164,-27128,-3111,-677,1449,1574277295125.0
2136,-4577,-312,-27060,-2869,-658,1250,1574277295125.0
2137,-4546,-159,-26905,-2549,-552,1170,1574277295125.0
2138,-4701,-34,-26947,-2395,-392,1079,1574277295125.0
2139,-4654,-96,-26989,-2296,-249,830,1574277295125.0
2140,-4458,-241,-27009,-2210,-131,634,1574277295125.0
2141,-4339,-341,-27114,-2048,-77,530,1574277295125.0
2142,-4244,-345,-27124,-1793,-94,522,1574277295125.0
2143,-4241,-352,-27086,-1495,-205,604,1574277295125.0
2144,-4306,-298,-27044,-1203,-348,740,1574277295125.0
2145,-4326,-298,-26987,-958,-430,817,1574277295125.0
2146,-4472,-239,-26963,-764,-406,817,1574277295125.0
2147,-4543,-194,-26973,-542,-343,754,1574277295125.0
2148,-4567,-167,-26896,-386,-247,659,1574277295125.0
2149,-4431,-230,-26900,-309,-145,548,1574277295125.0
2150,-4400,-309,-26971,-316,-42,471,1574277295125.0
2151,-4441,-333,-26972,-392,70,356,1574277295125.0
2152,-4431,-412,-27122,-481,138,234,1574277295125.0
2153,-4441,-364,-27064,-560,143,168,1574277295125.0
2154,-4388,-391,-27058,-548,113,178,1574277295125.0
2155,-4287,-315,-26912,-509,54,227,1574277295125.0
2156,-4225,-268,-26856,-471,12,315,1574277295125.0
2157,-4320,-226,-26798,-383,-25,373,1574277295125.0
2158,-4351,-251,-26829,-205,-59,376,1574277295125.0
2159,-4390,-296,-26757,-52,-88,365,1574277295125.0
2160,-3599,-2774,-16457,-632,1458,10369,1574277432342.0
2161,-3719,-2799,-16534,-633,1590,10341,1574277432342.0
2162,-3867,-2827,-16528,-708,1717,10303,1574277432342.0
2163,-3886,-2857,-16647,-732,1702,10336,1574277432342.0
2164,-3866,-2888,-16714,-663,1551,10404,1574277432342.0
2165,-3872,-2905,-16628,-595,1317,10499,1574277432342.0
2166,-3927,-2877,-16601,-595,1077,10593,1574277432342.0
2167,-3943,-2970,-16564,-589,877,10613,1574277432342.0
2168,-3819,-2961,-16583,-586,775,10607,1574277432342.0
2169,-3790,-2781,-16456,-860,762,10504,1574277432342.0
2170,-3829,-2689,-16483,-1344,792,10347,1574277432342.0
2171,-3832,-2857,-16679,-1661,856,10182,1574277432342.0
2172,-3828,-3016,-16737,-1629,926,10073,1574277432342.0
2173,-3782,-2993,-16702,-1404,1022,10022,1574277432342.0
2174,-3704,-2851,-16645,-1309,1091,9984,1574277432342.0
2175,-3682,-2768,-16725,-1382,1136,9879,1574277432342.0
2176,-3696,-2805,-16782,-1406,1111,9725,1574277432342.0
2177,-3776,-2826,-16815,-1454,993,9588,1574277432342.0
2178,-3845,-2875,-16898,-1591,865,9456,1574277432342.0
2179,-3852,-2886,-16884,-1775,778,9305,1574277432342.0
2180,-3746,-2882,-16939,-1957,737,9188,1574277432342.0
2181,-3673,-2827,-16943,-2239,732,9064,1574277432342.0
2182,-3679,-2845,-16886,-2624,797,8904,1574277432342.0
2183,-3719,-2976,-16989,-2926,913,8778,1574277432342.0
2184,-3708,-3191,-17140,-2947,1021,8704,1574277432342.0
2185,-3690,-3353,-17281,-2662,1082,8691,1574277432342.0
2186,-3703,-3405,-17252,-2294,1129,8689,1574277432342.0
2187,-3653,-3469,-17265,-2095,1117,8673,1574277432342.0
2188,-3577,-3525,-17315,-2084,1082,8677,1574277432342.0
2189,-3612,-3538,-17393,-2131,977,8683,1574277432342.0
2190,-3589,-3569,-17401,-2112,854,8717,1574277432342.0
2191,-3573,-3566,-17306,-1955,758,8761,1574277432342.0
2192,-3518,-3612,-17293,-1715,700,8808,1574277432342.0
2193,-3480,-3531,-17197,-1411,703,8869,1574277432342.0
2194,-3411,-3467,-17023,-1186,729,8888,1574277432342.0
2195,-3309,-3481,-16851,-1070,791,8879,1574277432342.0
2196,-3276,-3445,-16981,-1010,843,8823,1574277432342.0
2197,-3226,-3398,-16915,-1056,832,8752,1574277432342.0
2198,-3207,-3267,-16874,-1250,809,8652,1574277432342.0
2199,-3138,-3376,-17071,-1331,825,8500,1574277432342.0
2200,-2986,-3584,-17341,-1205,789,8397,1574277432342.0
2201,-2913,-3643,-17372,-961,723,8313,1574277432342.0
2202,-2904,-3675,-17378,-708,683,8254,1574277432342.0
2203,-2906,-3725,-17355,-368,616,8209,1574277432342.0
2204,-2968,-3694,-17433,-51,522,8158,1574277432342.0
2205,-2986,-3651,-17349,112,392,8114,1574277432342.0
2206,-2860,-3574,-17207,145,288,7983,1574277432342.0
2207,-3146,-3547,-17139,-166,401,7802,1574277432342.0
2208,-3195,-3514,-16959,-543,359,7737,1574277432342.0
2209,-2947,-3569,-17022,-867,200,7669,1574277432342.0
2210,-2755,-3700,-17069,-1063,69,7602,1574277432342.0
2211,-2717,-3757,-17025,-1096,16,7549,1574277432342.0
2212,-2809,-3799,-16990,-1103,60,7486,1574277432342.0
2213,-2871,-3754,-17020,-1147,159,7400,1574277432342.0
2214,-2926,-3837,-17169,-1239,184,7305,1574277432342.0
2215,-2969,-3901,-17190,-1369,113,7236,1574277432342.0
2216,-2932,-3800,-17230,-1507,28,7154,1574277432342.0
2217,-2856,-3793,-17340,-1644,-3,7089,1574277432342.0
2218,-2836,-3934,-17549,-1669,-74,7050,1574277432342.0
2219,-2795,-3964,-17525,-1667,-163,7044,1574277432342.0
