,ACCX,ACCY,ACCZ,GYRX,GYRY,GYRZ,Timestamp
1552,-9346,-3693,-30533,-364,-25,-39,1574277292110.0
1553,-9380,-3807,-30533,-296,-41,-54,1574277292110.0
1554,-9371,-3783,-30572,-220,-16,-63,1574277292110.0
1555,-9378,-3748,-30526,-188,1,-90,1574277292110.0
1556,-9381,-3638,-30464,-169,24,-133,1574277292110.0
1557,-9385,-3647,-30458,-212,43,-155,1574277292110.0
1558,-9371,-3726,-30483,-242,52,-144,1574277292110.0
1559,-9397,-3707,-30502,-236,63,-137,1574277292110.0
1560,-9349,-3729,-30437,-95,49,-200,1574277292410.0
1561,-9408,-3650,-30406,-62,76,-219,1574277292410.0
1562,-9399,-3607,-30437,-36,95,-241,1574277292410.0
1563,-9408,-3537,-30402,-30,95,-290,1574277292410.0
1564,-9414,-3563,-30417,-48,118,-321,1574277292410.0
1565,-9379,-3557,-30423,-75,168,-340,1574277292410.0
1566,-9338,-3573,-30322,-171,240,-340,1574277292410.0
1567,-9266,-3470,-30308,-346,377,-388,1574277292410.0
1568,-9249,-3361,-30368,-509,523,-504,1574277292410.0
1569,-9267,-3310,-30380,-580,581,-670,1574277292410.0
1570,-9190,-3409,-30335,-629,579,-815,1574277292410.0
1571,-9109,-3444,-30388,-707,614,-882,1574277292410.0
1572,-9171,-3577,-30423,-771,653,-937,1574277292410.0
1573,-9290,-3628,-30438,-730,657,-1014,1574277292410.0
1574,-9308,-3526,-30491,-642,605,-1040,1574277292410.0
1575,-9235,-3379,-30432,-572,547,-1082,1574277292410.0
1576,-9201,-3345,-30310,-580,507,-1159,1574277292410.0
1577,-9209,-3349,-30285,-625,507,-1203,1574277292410.0
1578,-9281,-3457,-30401,-660,516,-1184,1574277292410.0
1579,-9281,-3457,-30401,-705,424,-1062,1574277292410.0
1580,-9207,-3757,-30442,-780,314,-899,1574277292410.0
1581,-9226,-3761,-30475,-762,239,-751,1574277292410.0
1582,-9311,-3670,-30430,-740,174,-606,1574277292410.0
1583,-9302,-3475,-30337,-805,141,-459,1574277292410.0
1584,-9285,-3404,-30194,-983,234,-327,1574277292410.0
1585,-9491,-3469,-30388,-1126,405,-319,1574277292410.0
1586,-9541,-3369,-30569,-896,364,-420,1574277292410.0
1587,-9417,-3270,-30379,-638,146,-472,1574277292410.0
1588,-9275,-3278,-30107,-601,40,-465,1574277292410.0
1589,-9248,-3267,-30138,-756,89,-433,1574277292410.0
1590,-9172,-3437,-30491,-860,188,-382,1574277292410.0
1591,-9172,-3437,-30491,-881,211,-308,1574277292410.0
1592,-9460,-3259,-30410,-890,168,-255,1574277292410.0
1593,-9714,-2903,-30070,-1047,114,-280,1574277292410.0
1594,-9326,-3231,-30065,-1307,193,-392,1574277292410.0
1595,-9326,-3231,-30065,-1281,392,-407,1574277292410.0
1596,-9403,-3084,-30499,-1162,483,-472,1574277292410.0
1597,-9456,-2928,-30309,-1130,442,-609,1574277292410.0
1598,-9456,-2928,-30309,-1215,429,-744,1574277292410.0
1599,-9210,-3255,-30134,-1321,503,-744,1574277292410.0
1600,-9226,-3282,-30217,-1369,642,-649,1574277292410.0
1601,-9226,-3234,-30299,-1410,802,-572,1574277292410.0
1602,-9226,-3234,-30299,-1444,947,-547,1574277292410.0
1603,-9225,-3150,-30335,-1403,1063,-485,1574277292410.0
1604,-9211,-3041,-30114,-1619,1297,-421,1574277292410.0
1605,-9401,-2942,-30184,-1991,1712,-470,1574277292410.0
1606,-9418,-2829,-30211,-2436,2141,-660,1574277292410.0
1607,-9188,-3158,-30127,-2634,2540,-924,1574277292410.0
1608,-9263,-3274,-30185,-2543,2894,-1025,1574277292410.0
1609,-9211,-3477,-30386,-2261,3091,-981,1574277292410.0
1610,-8904,-3916,-30129,-1970,3062,-709,1574277292410.0
1611,-8681,-3626,-29505,-1610,3184,-239,1574277292410.0
1612,-8860,-2609,-30747,-1288,3392,22,1574277292410.0
1613,-8859,-2570,-30806,-1426,3018,-62,1574277292410.0
1614,-8859,-2570,-30806,-1494,2584,-157,1574277292410.0
1615,-8911,-3225,-29963,-1429,2355,-140,1574277292410.0
1616,-9023,-3171,-29851,-1303,2339,67,1574277292410.0
1617,-8850,-3240,-30062,-1406,2402,338,1574277292410.0
1618,-8670,-3633,-29943,-1562,2549,629,1574277292410.0
1619,-8655,-4012,-29533,-1475,2851,1041,1574277292410.0
1620,-8778,-3611,-29741,-1265,3338,1483,1574277292711.0
1621,-8933,-3068,-30350,-1254,3679,1752,1574277292711.0
1622,-9002,-2683,-30486,-1405,3613,1766,1574277292711.0
1623,-8852,-2517,-30215,-1507,3359,1549,1574277292711.0
1624,-8523,-2893,-30114,-1768,3317,1354,1574277292711.0
1625,-8375,-3321,-30240,-2091,3430,1395,1574277292711.0
1626,-8469,-3507,-30126,-2401,3623,1673,1574277292711.0
1627,-8613,-3194,-30142,-2593,3809,2022,1574277292711.0
1628,-8425,-3168,-30197,-2673,3895,2314,1574277292711.0
1629,-8336,-2748,-30077,-2941,3937,2433,1574277292711.0
1630,-8455,-2588,-30054,-3244,4086,2423,1574277292711.0
1631,-8545,-2499,-30008,-3506,4180,2253,1574277292711.0
1632,-8346,-2722,-30054,-3643,4255,2135,1574277292711.0
1633,-8191,-2869,-29980,-3715,4319,2159,1574277292711.0
1634,-8096,-2968,-29792,-3717,4369,2326,1574277292711.0
1635,-8102,-2741,-29729,-3743,4456,2557,1574277292711.0
1636,-8011,-2791,-29868,-3757,4535,2745,1574277292711.0
1637,-7744,-2775,-29930,-3862,4538,2779,1574277292711.0
1638,-7711,-2733,-30021,-3982,4571,2720,1574277292711.0
1639,-7762,-2859,-30212,-4003,4550,2648,1574277292711.0
1640,-7847,-2762,-30161,-3856,4424,2656,1574277292711.0
1641,-7919,-2631,-30001,-3697,4280,2714,1574277292711.0
1642,-7928,-2568,-29827,-3616,4175,2727,1574277292711.0
1643,-7920,-2579,-29729,-3490,4118,2685,1574277292711.0
1644,-7852,-2510,-29634,-3416,4163,2641,1574277292711.0
1645,-7833,-2522,-29457,-3486,4302,2710,1574277292711.0
1646,-7637,-2447,-29322,-3603,4569,2870,1574277292711.0
1647,-7548,-2474,-29372,-3824,4903,3032,1574277292711.0
1648,-7481,-2672,-29480,-3951,5135,3116,1574277292711.0
1649,-7304,-2836,-29359,-3963,5196,3218,1574277292711.0
1650,-7163,-2747,-28977,-3981,5372,3451,1574277292711.0
1651,-6935,-2636,-28998,-4251,5789,3676,1574277292711.0
1652,-7087,-2645,-29196,-5026,6322,3893,1574277292711.0
1653,-7401,-2782,-29245,-5885,6825,4240,1574277292711.0
1654,-7559,-2808,-29085,-6244,7093,4635,1574277292711.0
1655,-7524,-2639,-28707,-6388,7207,5129,1574277292711.0
1656,-7346,-2434,-28691,-6449,7463,5631,1574277292711.0
1657,-7252,-2191,-28715,-6327,7664,5952,1574277292711.0
1658,-7220,-1943,-28730,-6138,7837,6039,1574277292711.0
1659,-7114,-1806,-28794,-5887,8020,5953,1574277292711.0
1660,-7069,-1843,-28801,-5829,8237,5815,1574277292711.0
1661,-7069,-1928,-28785,-5809,8389,5717,1574277292711.0
1662,-7012,-1943,-28913,-5822,8355,5661,1574277292711.0
1663,-6917,-2195,-29055,-5701,8162,5626,1574277292711.0
1664,-6774,-2344,-29121,-5437,7954,5631,1574277292711.0
1665,-6638,-2407,-29097,-5329,7793,5670,1574277292711.0
1666,-6596,-2460,-29089,-5274,7700,5756,1574277292711.0
1667,-6568,-2468,-29150,-5217,7559,5851,1574277292711.0
1668,-6454,-2345,-29249,-4984,7315,5888,1574277292711.0
1669,-6356,-2124,-29244,-4708,7009,5862,1574277292711.0
1670,-6309,-1786,-29222,-4394,6658,5722,1574277292711.0
1671,-6237,-1509,-29024,-4253,6239,5458,1574277292711.0
1672,-6209,-1619,-28944,-4152,5800,5163,1574277292711.0
1673,-6235,-1699,-28863,-3818,5458,4887,1574277292711.0
1674,-6160,-1780,-28716,-3550,5227,4709,1574277292711.0
1675,-6056,-2200,-28745,-3483,5090,4601,1574277292711.0
1676,-5888,-2417,-28762,-3356,4958,4625,1574277292711.0
1677,-5740,-2409,-28611,-3311,4863,4759,1574277292711.0
1678,-5818,-2315,-28654,-3425,4835,4900,1574277292711.0
1679,-5900,-2087,-28691,-3521,4770,4952,1574277292711.0
1680,-5899,-1760,-28703,-3627,4557,4861,1574277293025.0
1681,-5801,-1528,-28714,-3885,4276,4636,1574277293025.0
1682,-5674,-1488,-28732,-4238,3958,4346,1574277293025.0
1683,-5668,-1502,-28693,-4614,3678,4061,1574277293025.0
1684,-5542,-1562,-28657,-4944,3443,3813,1574277293025.0
1685,-5756,-1567,-28626,-5040,3193,3562,1574277293025.0
1686,-5872,-1595,-28688,-4869,2877,3143,1574277293025.0
1687,-5821,-1741,-28588,-4616,2673,2632,1574277293025.0
1688,-5748,-2045,-28561,-4210,2613,2222,1574277293025.0
1689,-5692,-2094,-28470,-3917,2587,1955,1574277293025.0
1690,-5711,-2092,-28397,-3772,2586,1843,1574277293025.0
1691,-5674,-1942,-28459,-3653,2519,1808,1574277293025.0
1692,-5550,-1730,-28670,-3551,2350,1720,1574277293025.0
1693,-5453,-1560,-28734,-3402,2055,1530,1574277293025.0
1694,-5206,-1595,-28636,-3449,1736,1266,1574277293025.0
1695,-5290,-1683,-28528,-3879,1566,1140,1574277293025.0
1696,-5680,-1725,-28328,-4425,1533,1089,1574277293025.0
1697,-5751,-1666,-27881,-4998,1527,1071,1574277293025.0
1698,-5476,-1514,-27684,-5602,1600,1087,1574277293025.0
1699,-5310,-1401,-27738,-5941,1737,1033,1574277293025.0
1700,-5168,-885,-27674,-5873,1915,852,1574277293025.0
1701,-5140,-733,-27473,-5992,2237,450,1574277293025.0
1702,-5090,-1237,-27372,-6059,2567,6,1574277293025.0
1703,-4974,-1724,-27226,-5971,2729,-112,1574277293025.0
1704,-5120,-1596,-27721,-5726,2720,-29,1574277293025.0
1705,-5162,-1323,-28157,-5356,2557,-70,1574277293025.0
1706,-5160,-1102,-28009,-5042,2325,-383,1574277293025.0
1707,-5075,-1186,-27848,-5010,2185,-799,1574277293025.0
1708,-5153,-1425,-27789,-5098,2074,-1064,1574277293025.0
1709,-5592,-1889,-28048,-5201,1908,-1113,1574277293025.0
1710,-6772,-2857,-28498,-5135,1674,-795,1574277293025.0
1711,-7178,-2726,-28443,-4601,1442,160,1574277293025.0
1712,-6543,-1684,-28269,-3934,1361,1137,1574277293025.0
1713,-5524,-1028,-27903,-3613,1612,1589,1574277293025.0
1714,-4567,-720,-27870,-3642,2062,1515,1574277293025.0
1715,-4052,-696,-27986,-3843,2146,1104,1574277293025.0
1716,-4266,-1014,-28159,-4025,1828,619,1574277293025.0
1717,-4776,-1521,-28009,-4180,1276,319,1574277293025.0
1718,-4926,-1383,-27835,-4216,766,360,1574277293025.0
1719,-4927,-887,-27951,-4439,517,388,1574277293025.0
1720,-5040,-1376,-27949,-5008,369,339,1574277293025.0
1721,-5376,-1577,-27889,-5254,271,566,1574277293025.0
1722,-5689,-1268,-27873,-5304,283,905,1574277293025.0
1723,-5676,-629,-27644,-5424,381,1163,1574277293025.0
1724,-5249,-8,-26948,-5975,634,1260,1574277293025.0
1725,-4895,550,-26802,-6575,1330,885,1574277293025.0
1726,-4966,-263,-27893,-7143,2118,317,1574277293025.0
1727,-5206,-652,-28138,-7015,2224,11,1574277293025.0
1728,-5368,-521,-27797,-6550,2072,-100,1574277293025.0
1729,-5550,-706,-27427,-6024,2064,-172,1574277293025.0
1730,-5546,-653,-27540,-5723,2155,-7,1574277293025.0
1731,-5255,-341,-27572,-5921,2103,279,1574277293025.0
1732,-5190,-378,-27578,-6524,2106,491,1574277293025.0
1733,-4958,29,-27020,-7077,2240,617,1574277293025.0
1734,-4921,177,-26930,-7484,2795,425,1574277293025.0
1735,-5044,-325,-27669,-7834,3285,278,1574277293025.0
1736,-5212,-423,-27920,-7894,3287,348,1574277293025.0
1737,-5351,-435,-27707,-7892,3029,628,1574277293025.0
1738,-5397,-516,-27365,-7754,2913,962,1574277293025.0
1739,-5214,-501,-27523,-7798,2973,1356,1574277293025.0
1740,-5060,-221,-27669,-7889,2889,1712,1574277293310.0
1741,-4963,-80,-27595,-7780,2743,2031,1574277293310.0
1742,-4923,-62,-27375,-7830,2669,2348,1574277293310.0
1743,-4985,-301,-27247,-8197,2753,2756,1574277293310.0
1744,-4953,-306,-27305,-8522,2927,3147,1574277293310.0
1745,-4815,-7,-27389,-8758,3009,3379,1574277293310.0
1746,-4747,211,-27271,-8921,2934,3444,1574277293310.0
1747,-4919,378,-27121,-9330,2894,3532,1574277293310.0
1748,-4953,416,-26799,-9959,3055,3695,1574277293310.0
1749,-5009,344,-26581,-10736,3405,3977,1574277293310.0
1750,-5008,395,-26594,-11693,3931,4361,1574277293310.0
1751,-5126,194,-26681,-12665,4447,4957,1574277293310.0
1752,-5061,-6,-26724,-13290,4899,5641,1574277293310.0
1753,-4714,321,-26784,-13337,5179,6119,1574277293310.0
1754,-4250,752,-26707,-12864,5345,6135,1574277293310.0
1755,-3756,1101,-26511,-12017,5351,5689,1574277293310.0
1756,-3491,1364,-26583,-10779,5156,4860,1574277293310.0
1757,-3375,1488,-26618,-9158,4669,3705,1574277293310.0
1758,-3436,1423,-26759,-7396,3978,2469,1574277293310.0
1759,-3691,1086,-26868,-5610,3180,1371,1574277293310.0
1760,-3994,768,-26678,-4424,2497,711,1574277293310.0
1761,-4122,588,-26543,-4240,2198,502,1574277293310.0
1762,-4333,572,-26674,-4453,2155,537,1574277293310.0
1763,-4459,676,-26703,-4582,2216,682,1574277293310.0
1764,-4366,794,-26479,-4527,2276,892,1574277293310.0
1765,-4296,754,-26212,-4483,2415,1310,1574277293310.0
1766,-4438,791,-26038,-4833,2884,2015,1574277293310.0
1767,-4439,788,-26079,-5393,3495,2506,1574277293310.0
1768,-4260,893,-26289,-5630,3844,2635,1574277293310.0
1769,-3941,1108,-26408,-5122,3783,2559,1574277293310.0
1770,-3682,1244,-26205,-4061,3408,2344,1574277293310.0
1771,-3377,1198,-25959,-2764,2810,1897,1574277293310.0
1772,-3266,1444,-25761,-1690,1992,1224,1574277293310.0
1773,-3297,1186,-25858,-1647,1308,590,1574277293310.0
1774,-3746,1107,-26315,-2189,1007,323,1574277293310.0
1775,-4004,904,-26551,-2495,840,265,1574277293310.0
1776,-3999,531,-26282,-2610,708,495,1574277293310.0
1777,-4205,532,-25926,-3125,906,1365,1574277293310.0
1778,-4171,817,-25832,-3864,1288,2019,1574277293310.0
1779,-3957,1206,-26065,-4290,1483,2076,1574277293310.0
1780,-3863,1413,-26188,-4373,1488,1955,1574277293310.0
1781,-3985,1366,-26207,-4278,1459,1879,1574277293310.0
1782,-4019,1258,-26268,-3989,1360,1740,1574277293310.0
1783,-3859,1331,-26044,-3624,1151,1508,1574277293310.0
1784,-3681,1295,-25841,-3457,932,1335,1574277293310.0
1785,-3682,1226,-25896,-3380,854,1274,1574277293310.0
1786,-3770,1298,-26096,-3154,849,1152,1574277293310.0
1787,-3835,1230,-26141,-2738,778,985,1574277293310.0
1788,-3912,1066,-26055,-2329,700,958,1574277293310.0
1789,-3868,1130,-26045,-2127,696,1028,1574277293310.0
1790,-3824,1263,-26148,-2148,748,1064,1574277293310.0
1791,-3805,1229,-26220,-2312,777,1021,1574277293310.0
1792,-3916,1161,-26463,-2560,816,1047,1574277293310.0
1793,-3904,1015,-26460,-2634,763,1111,1574277293310.0
1794,-3934,1048,-26292,-2514,608,1308,1574277293310.0
1795,-3689,1225,-26123,-2356,442,1433,1574277293310.0
1796,-3423,1278,-26162,-2212,473,1365,1574277293310.0
1797,-3538,1121,-26302,-2049,595,1215,1574277293310.0
1798,-3638,1208,-26387,-1860,676,1160,1574277293310.0
1799,-3632,1239,-26273,-1833,633,1086,1574277293310.0
1800,-3616,1186,-26129,-1912,537,979,1574277293610.0
1801,-3623,1159,-26028,-2090,405,926,1574277293610.0
1802,-3627,1262,-26026,-2198,333,942,1574277293610.0
1803,-3660,1368,-26115,-2099,326,975,1574277293610.0
1804,-3724,1372,-26170,-1755,354,880,1574277293610.0
1805,-3807,1329,-26028,-1357,367,830,1574277293610.0
1806,-3806,1382,-25943,-952,382,792,1574277293610.0
1807,-3813,1422,-25964,-474,323,814,1574277293610.0
1808,-3908,1514,-26062,56,183,892,1574277293610.0
1809,-3749,1450,-26013,440,10,812,1574277293610.0
1810,-3618,1241,-26100,374,-102,733,1574277293610.0
1811,-3636,1033,-26229,82,-171,654,1574277293610.0
1812,-3787,1090,-26210,-100,-314,675,1574277293610.0
1813,-3856,1261,-26025,-229,-478,762,1574277293610.0
1814,-3910,1414,-25806,-272,-649,804,1574277293610.0
1815,-3875,1428,-25628,-320,-788,800,1574277293610.0
1816,-3838,1297,-25755,-373,-909,731,1574277293610.0
1817,-3853,1244,-25941,-269,-1109,656,1574277293610.0
1818,-3905,1088,-26030,-5,-1436,616,1574277293610.0
1819,-3855,1018,-26028,383,-1860,595,1574277293610.0
1820,-3796,1116,-25997,786,-2301,566,1574277293610.0
1821,-3881,1146,-25923,1087,-2726,603,1574277293610.0
1822,-3891,1249,-25952,1490,-3125,642,1574277293610.0
1823,-3577,1198,-25958,1729,-3417,594,1574277293610.0
1824,-3514,1164,-26263,1698,-3532,502,1574277293610.0
1825,-3747,1187,-26319,1704,-3561,333,1574277293610.0
1826,-3809,1091,-26070,1619,-3546,120,1574277293610.0
1827,-3713,1121,-25964,1493,-3490,31,1574277293610.0
1828,-3547,1145,-25879,1332,-3452,-13,1574277293610.0
1829,-3849,1318,-25958,1055,-3445,-69,1574277293610.0
1830,-4012,1115,-26095,831,-3412,-243,1574277293610.0
1831,-3847,913,-26276,787,-3348,-393,1574277293610.0
1832,-3637,748,-26389,869,-3241,-454,1574277293610.0
1833,-3581,699,-26346,1036,-3092,-479,1574277293610.0
1834,-3684,740,-26419,1179,-2905,-476,1574277293610.0
1835,-3845,858,-26444,1250,-2674,-466,1574277293610.0
1836,-4073,989,-26516,1396,-2367,-433,1574277293610.0
1837,-4082,919,-26496,1552,-2031,-409,1574277293610.0
1838,-4264,1131,-26445,1627,-1709,-353,1574277293610.0
1839,-4171,1058,-26435,1390,-1383,-353,1574277293610.0
1840,-4018,917,-26618,956,-1090,-399,1574277293610.0
1841,-4104,813,-26871,692,-881,-411,1574277293610.0
1842,-4284,828,-26969,717,-784,-396,1574277293610.0
1843,-4208,883,-26870,801,-787,-372,1574277293610.0
1844,-4129,869,-26846,836,-807,-364,1574277293610.0
1845,-4145,931,-26784,819,-824,-386,1574277293610.0
1846,-4172,909,-26790,748,-809,-426,1574277293610.0
1847,-4143,890,-26805,746,-796,-475,1574277293610.0
1848,-4124,831,-26750,799,-822,-526,1574277293610.0
1849,-4153,775,-26690,897,-819,-559,1574277293610.0
1850,-4165,692,-26796,919,-777,-550,1574277293610.0
1851,-4182,641,-26921,932,-740,-528,1574277293610.0
1852,-4203,614,-26954,1051,-696,-448,1574277293610.0
1853,-4200,659,-27090,1355,-617,-396,1574277293610.0
1854,-4212,723,-27162,1819,-513,-371,1574277293610.0
1855,-4267,785,-27212,2443,-433,-404,1574277293610.0
1856,-4194,688,-27119,3118,-338,-470,1574277293610.0
1857,-4258,764,-26998,3732,-213,-463,1574277293610.0
1858,-4276,694,-26837,4177,-52,-491,1574277293610.0
1859,-4089,519,-26677,4401,114,-486,1574277293610.0
1860,-3899,475,-26325,4160,363,-420,1574277293911.0
1861,-3982,535,-26400,3403,607,-361,1574277293911.0
1862,-4240,632,-26577,2722,752,-359,1574277293911.0
1863,-4225,635,-26553,2210,798,-430,1574277293911.0
1864,-4089,732,-26541,1960,847,-481,1574277293911.0
1865,-3998,848,-26546,1813,824,-569,1574277293911.0
1866,-4048,790,-26580,1757,614,-698,1574277293911.0
1867,-4064,716,-26554,1806,282,-813,1574277293911.0
1868,-4024,601,-26473,1810,-7,-913,1574277293911.0
1869,-4051,524,-26298,1633,-133,-991,1574277293911.0
1870,-4104,529,-26337,1410,-131,-998,1574277293911.0
1871,-4159,636,-26476,1387,-33,-975,1574277293911.0
1872,-4175,766,-26488,1584,22,-986,1574277293911.0
1873,-4160,797,-26345,1679,-3,-1038,1574277293911.0
1874,-4185,721,-26350,1599,-29,-1098,1574277293911.0
1875,-4177,638,-26447,1522,-15,-1108,1574277293911.0
1876,-4292,647,-26522,1623,31,-1082,1574277293911.0
1877,-4351,743,-26451,1821,83,-1063,1574277293911.0
1878,-4315,757,-26405,1926,87,-1065,1574277293911.0
1879,-4319,737,-26470,1886,116,-1046,1574277293911.0
1880,-4350,709,-26717,1839,126,-1025,1574277293911.0
1881,-4329,656,-26903,1902,34,-988,1574277293911.0
1882,-3531,2935,-25314,2097,26,-1112,1574277293911.0
1883,-4203,1094,-26849,2040,699,-2079,1574277293911.0
1884,-4516,-423,-27412,2167,438,-2262,1574277293911.0
1885,-4468,-132,-27040,2817,-275,-1702,1574277293911.0
1886,-4402,388,-26594,3109,-546,-1335,1574277293911.0
1887,-4433,550,-26284,3151,-414,-1197,1574277293911.0
1888,-4266,806,-26159,3303,-176,-1137,1574277293911.0
1889,-4157,915,-26280,3510,69,-1246,1574277293911.0
1890,-4178,713,-26559,3872,153,-1470,1574277293911.0
1891,-4278,613,-26556,4381,36,-1650,1574277293911.0
1892,-4326,548,-26449,4797,-51,-1784,1574277293911.0
1893,-4236,448,-26466,4958,-6,-1895,1574277293911.0
1894,-4136,170,-26499,4844,64,-1853,1574277293911.0
1895,-4268,174,-26595,4646,91,-1738,1574277293911.0
1896,-4353,283,-26676,4467,107,-1696,1574277293911.0
1897,-4316,524,-26656,4438,100,-1708,1574277293911.0
1898,-4192,563,-26434,4238,127,-1765,1574277293911.0
1899,-4168,376,-26391,3950,315,-1824,1574277293911.0
1900,-4240,228,-26589,3739,576,-1838,1574277293911.0
1901,-4269,159,-26758,3637,717,-1750,1574277293911.0
1902,-4360,291,-26620,3630,521,-1563,1574277293911.0
1903,-4162,568,-26387,3375,102,-1387,1574277293911.0
1904,-4077,561,-26316,2935,-173,-1411,1574277293911.0
1905,-4020,515,-26477,2575,-197,-1563,1574277293911.0
1906,-4067,429,-26801,2398,-63,-1765,1574277293911.0
1907,-4152,364,-26945,2522,11,-1967,1574277293911.0
1908,-4292,387,-27040,2912,38,-2164,1574277293911.0
1909,-4416,123,-26855,3332,41,-2348,1574277293911.0
1910,-4381,-97,-26791,3538,112,-2362,1574277293911.0
1911,-4344,-114,-26858,3588,245,-2211,1574277293911.0
1912,-4307,-101,-26937,3610,398,-2067,1574277293911.0
1913,-4249,-45,-26945,3683,457,-1969,1574277293911.0
1914,-4196,43,-26957,3759,420,-1914,1574277293911.0
1915,-4166,147,-26913,3768,321,-1898,1574277293911.0
1916,-4133,230,-26929,3681,166,-1902,1574277293911.0
1917,-4179,273,-26900,3608,-76,-1924,1574277293911.0
1918,-4278,248,-27035,3712,-396,-1964,1574277293911.0
1919,-4331,87,-27085,3902,-647,-2006,1574277293911.0
1920,-4409,135,-26931,3832,-869,-2048,1574277294210.0
1921,-4349,131,-26955,3639,-831,-2075,1574277294210.0
1922,-4349,131,-26955,3639,-831,-2075,1574277294210.0
1923,-4314,56,-27180,3671,-917,-2184,1574277294210.0
1924,-4242,-134,-27312,3781,-1003,-2224,1574277294210.0
1925,-4237,-245,-27363,3781,-1003,-2224,1574277294210.0
1926,-4311,-220,-27316,4235,-1142,-2275,1574277294210.0
1927,-4439,19,-27008,4388,-1165,-2306,1574277294210.0
1928,-4439,19,-27008,4388,-1165,-2306,1574277294210.0
1929,-4496,154,-26895,4628,-959,-2493,1574277294210.0
1930,-4524,237,-26921,4438,-881,-2649,1574277294210.0
1931,-4535,150,-27228,3874,-937,-2777,1574277294210.0
1932,-4535,150,-27228,3874,-937,-2777,1574277294210.0
1933,-4441,-103,-27319,2923,-1106,-2870,1574277294210.0
1934,-4468,-94,-27337,2985,-1192,-2899,1574277294210.0
1935,-4418,275,-27152,2976,-1240,-3051,1574277294210.0
1936,-4418,275,-27152,2976,-1240,-3051,1574277294210.0
1937,-4328,261,-26997,2608,-1028,-3632,1574277294210.0
1938,-4309,-8,-27104,2753,-853,-3853,1574277294210.0
1939,-4309,-8,-27104,2753,-853,-3853,1574277294210.0
1940,-4512,-55,-27075,3056,-681,-4014,1574277294210.0
1941,-4673,-133,-27146,3348,-551,-4095,1574277294210.0
1942,-4738,-337,-27232,3215,-516,-3986,1574277294210.0
1943,-4738,-337,-27232,3215,-516,-3986,1574277294210.0
1944,-4771,-458,-27274,3071,-514,-3771,1574277294210.0
1945,-4740,-695,-27530,3069,-758,-3090,1574277294210.0
1946,-4740,-695,-27530,3069,-758,-3090,1574277294210.0
1947,-4734,-652,-27569,3283,-1023,-2455,1574277294210.0
1948,-4799,-726,-27470,3533,-1126,-2198,1574277294210.0
1949,-4659,-648,-27343,3846,-1144,-1977,1574277294210.0
1950,-4659,-648,-27343,3846,-1144,-1977,1574277294210.0
1951,-4692,-701,-27288,4677,-977,-1652,1574277294210.0
1952,-4753,-585,-27101,4925,-817,-1531,1574277294210.0
1953,-4632,-272,-27152,5001,-640,-1515,1574277294210.0
1954,-4632,-272,-27152,5001,-640,-1515,1574277294210.0
1955,-4521,-260,-27202,5098,-366,-1638,1574277294210.0
1956,-4557,-321,-27343,5133,-392,-1719,1574277294210.0
1957,-4505,-432,-26937,4675,-484,-1727,1574277294210.0
1958,-4505,-432,-26937,4675,-484,-1727,1574277294210.0
1959,-4425,-551,-26822,2652,-489,-1405,1574277294210.0
1960,-4412,-658,-27000,2074,-458,-1289,1574277294210.0
1961,-4509,-319,-27178,1926,-390,-1290,1574277294210.0
1962,-4509,-319,-27178,1926,-390,-1290,1574277294210.0
1963,-4526,-354,-27117,1847,-310,-1471,1574277294210.0
1964,-4530,-287,-27145,1859,-298,-1553,1574277294210.0
1965,-4561,-293,-27053,2029,-260,-1650,1574277294210.0
1966,-4561,-293,-27053,2276,-172,-1786,1574277294210.0
1967,-4544,-326,-27068,2554,-79,-1924,1574277294210.0
1968,-4473,-206,-27071,2797,-26,-2068,1574277294210.0
1969,-4473,-206,-27071,2797,-26,-2068,1574277294210.0
1970,-4469,-121,-27094,2671,-101,-2365,1574277294210.0
1971,-4487,-162,-27311,2593,-283,-2479,1574277294210.0
1972,-4569,-586,-27501,2778,-527,-2491,1574277294210.0
1973,-4569,-586,-27501,2778,-527,-2491,1574277294210.0
1974,-4648,-668,-27429,3366,-780,-2358,1574277294210.0
1975,-4724,-521,-27305,3521,-779,-2352,1574277294210.0
1976,-4660,-610,-27058,3568,-703,-2347,1574277294210.0
1977,-4660,-610,-27058,3568,-703,-2347,1574277294210.0
1978,-4633,-561,-27108,3934,-600,-2261,1574277294210.0
1979,-4569,-523,-27152,4057,-560,-2320,1574277294210.0
1980,-4544,-622,-26907,3897,-397,-2378,1574277294510.0
1981,-4704,-610,-27108,3721,-207,-2363,1574277294510.0
1982,-4750,-691,-27085,3670,7,-2373,1574277294510.0
1983,-4769,-796,-27119,3450,195,-2355,1574277294510.0
1984,-4722,-803,-27345,3180,357,-2249,1574277294510.0
1985,-4648,-875,-27420,2872,428,-2162,1574277294510.0
1986,-4631,-892,-27363,2427,399,-2054,1574277294510.0
1987,-4678,-756,-27374,2024,321,-1915,1574277294510.0
1988,-4679,-728,-27287,1799,234,-1777,1574277294510.0
1989,-4730,-742,-27125,1555,211,-1709,1574277294510.0
1990,-4744,-775,-27081,1186,291,-1632,1574277294510.0
1991,-4706,-887,-27064,805,386,-1509,1574277294510.0
1992,-4663,-904,-27208,474,483,-1366,1574277294510.0
1993,-4728,-826,-27440,299,537,-1204,1574277294510.0
1994,-4746,-793,-27516,243,505,-1069,1574277294510.0
